school_id,miur_code,text_review,school_name
"29871
",TNPC01000Q,"Pessima esperienza, ambiente fatiscente e menù davvero scarso.I camerieri se ne sbattono dei clienti insultandoli pesantemente.Il cibo era terribile: ho preso una margherita ed è arrivata senza impasto.Il riscaldamento è inesistente ed i tavoli incrostati di cicche.Non fanno l'apfelschörle e lo trovo inammissibile nel 2022, e le spumiglie sapevano di meringhe.Inutile dire il prezzo salatissimo ed evadono il fisco non emettendo alcuno scontrino.Non consiglio affattoPessima esperienza, ambiente fatiscente e menù davvero scarso.I camerieri se ne sbattono dei clienti insultandoli pesantemente.Il cibo era terribile: ho preso una margherita ed è arrivata senza impasto. …Altro","

                
LICEO DELLE SCIENZE UMANE
            
"
"29871
",TNPC01000Q,Probabilmente il peggior liceo che possiate scegliere.,"

                
LICEO DELLE SCIENZE UMANE
            
"
"29871
",TNPC01000Q,Eccellente Liceo.,"

                
LICEO DELLE SCIENZE UMANE
            
"
"29871
",TNPC01000Q,(Traduzione di Google) Liceo pubblico di alta qualità. Offre numerosi programmi di studio e scambia esperienze con altre scuole superiori all'estero.(Originale)High quality public  high school. Offers several curriculum programs as well as  exchange experiences with other high schools abroad.(Traduzione di Google) Liceo pubblico di alta qualità. Offre numerosi programmi di studio e scambia esperienze con altre scuole superiori all'estero. …Altro,"

                
LICEO DELLE SCIENZE UMANE
            
"
"29872
",TNPC01000Q,"Pessima esperienza, ambiente fatiscente e menù davvero scarso.I camerieri se ne sbattono dei clienti insultandoli pesantemente.Il cibo era terribile: ho preso una margherita ed è arrivata senza impasto.Il riscaldamento è inesistente ed i tavoli incrostati di cicche.Non fanno l'apfelschörle e lo trovo inammissibile nel 2022, e le spumiglie sapevano di meringhe.Inutile dire il prezzo salatissimo ed evadono il fisco non emettendo alcuno scontrino.Non consiglio affattoPessima esperienza, ambiente fatiscente e menù davvero scarso.I camerieri se ne sbattono dei clienti insultandoli pesantemente.Il cibo era terribile: ho preso una margherita ed è arrivata senza impasto. …Altro","

                
LICEO LINGUISTICO
            
"
"29872
",TNPC01000Q,Probabilmente il peggior liceo che possiate scegliere.,"

                
LICEO LINGUISTICO
            
"
"29872
",TNPC01000Q,Eccellente Liceo.,"

                
LICEO LINGUISTICO
            
"
"29872
",TNPC01000Q,(Traduzione di Google) Liceo pubblico di alta qualità. Offre numerosi programmi di studio e scambia esperienze con altre scuole superiori all'estero.(Originale)High quality public  high school. Offers several curriculum programs as well as  exchange experiences with other high schools abroad.(Traduzione di Google) Liceo pubblico di alta qualità. Offre numerosi programmi di studio e scambia esperienze con altre scuole superiori all'estero. …Altro,"

                
LICEO LINGUISTICO
            
"
"29873
",TNPC01000Q,"Pessima esperienza, ambiente fatiscente e menù davvero scarso.I camerieri se ne sbattono dei clienti insultandoli pesantemente.Il cibo era terribile: ho preso una margherita ed è arrivata senza impasto.Il riscaldamento è inesistente ed i tavoli incrostati di cicche.Non fanno l'apfelschörle e lo trovo inammissibile nel 2022, e le spumiglie sapevano di meringhe.Inutile dire il prezzo salatissimo ed evadono il fisco non emettendo alcuno scontrino.Non consiglio affattoPessima esperienza, ambiente fatiscente e menù davvero scarso.I camerieri se ne sbattono dei clienti insultandoli pesantemente.Il cibo era terribile: ho preso una margherita ed è arrivata senza impasto. …Altro","

                
LICEO MUSICALE E COREUTICO
            
"
"29873
",TNPC01000Q,Probabilmente il peggior liceo che possiate scegliere.,"

                
LICEO MUSICALE E COREUTICO
            
"
"29873
",TNPC01000Q,Eccellente Liceo.,"

                
LICEO MUSICALE E COREUTICO
            
"
"29873
",TNPC01000Q,(Traduzione di Google) Liceo pubblico di alta qualità. Offre numerosi programmi di studio e scambia esperienze con altre scuole superiori all'estero.(Originale)High quality public  high school. Offers several curriculum programs as well as  exchange experiences with other high schools abroad.(Traduzione di Google) Liceo pubblico di alta qualità. Offre numerosi programmi di studio e scambia esperienze con altre scuole superiori all'estero. …Altro,"

                
LICEO MUSICALE E COREUTICO
            
"
"29874
",TNPC01000Q,"Pessima esperienza, ambiente fatiscente e menù davvero scarso.I camerieri se ne sbattono dei clienti insultandoli pesantemente.Il cibo era terribile: ho preso una margherita ed è arrivata senza impasto.Il riscaldamento è inesistente ed i tavoli incrostati di cicche.Non fanno l'apfelschörle e lo trovo inammissibile nel 2022, e le spumiglie sapevano di meringhe.Inutile dire il prezzo salatissimo ed evadono il fisco non emettendo alcuno scontrino.Non consiglio affattoPessima esperienza, ambiente fatiscente e menù davvero scarso.I camerieri se ne sbattono dei clienti insultandoli pesantemente.Il cibo era terribile: ho preso una margherita ed è arrivata senza impasto. …Altro","

                
LICEO SCIENTIFICO
            
"
"29874
",TNPC01000Q,Probabilmente il peggior liceo che possiate scegliere.,"

                
LICEO SCIENTIFICO
            
"
"29874
",TNPC01000Q,Eccellente Liceo.,"

                
LICEO SCIENTIFICO
            
"
"29874
",TNPC01000Q,(Traduzione di Google) Liceo pubblico di alta qualità. Offre numerosi programmi di studio e scambia esperienze con altre scuole superiori all'estero.(Originale)High quality public  high school. Offers several curriculum programs as well as  exchange experiences with other high schools abroad.(Traduzione di Google) Liceo pubblico di alta qualità. Offre numerosi programmi di studio e scambia esperienze con altre scuole superiori all'estero. …Altro,"

                
LICEO SCIENTIFICO
            
"
"29875
",TNPC01000Q,"Pessima esperienza, ambiente fatiscente e menù davvero scarso.I camerieri se ne sbattono dei clienti insultandoli pesantemente.Il cibo era terribile: ho preso una margherita ed è arrivata senza impasto.Il riscaldamento è inesistente ed i tavoli incrostati di cicche.Non fanno l'apfelschörle e lo trovo inammissibile nel 2022, e le spumiglie sapevano di meringhe.Inutile dire il prezzo salatissimo ed evadono il fisco non emettendo alcuno scontrino.Non consiglio affattoPessima esperienza, ambiente fatiscente e menù davvero scarso.I camerieri se ne sbattono dei clienti insultandoli pesantemente.Il cibo era terribile: ho preso una margherita ed è arrivata senza impasto. …Altro","

                
LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE
            
"
"29875
",TNPC01000Q,Probabilmente il peggior liceo che possiate scegliere.,"

                
LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE
            
"
"29875
",TNPC01000Q,Eccellente Liceo.,"

                
LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE
            
"
"29875
",TNPC01000Q,(Traduzione di Google) Liceo pubblico di alta qualità. Offre numerosi programmi di studio e scambia esperienze con altre scuole superiori all'estero.(Originale)High quality public  high school. Offers several curriculum programs as well as  exchange experiences with other high schools abroad.(Traduzione di Google) Liceo pubblico di alta qualità. Offre numerosi programmi di studio e scambia esperienze con altre scuole superiori all'estero. …Altro,"

                
LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE
            
"
"29649
",TNEE855011,Una scuola forse anche grazie a chi la dirige e a chi ci lavora molto attenta ai ragazzi,"

                
SCUOLA PRIMARIA ""D. ALIGHIERI"" ROVERETO
            
"
"29649
",TNEE855011,Ottima scuola.Maestre brave e tutto il complesso è  top. Umanità  eccellente.,"

                
SCUOLA PRIMARIA ""D. ALIGHIERI"" ROVERETO
            
"
"29650
",TNEE855022,È la scuola 🎒 delle mie nipotine. Io vado sempre a prenderle.,"

                
SCUOLA PRIMARIA ""F. GUELLA"" LIZZANA
            
"
"29650
",TNEE855022,Scuola non enorme ma funzionale con palestra.,"

                
SCUOLA PRIMARIA ""F. GUELLA"" LIZZANA
            
"
"29651
",TNMM85501X,Scuola Media ben ristrutturata.,"

                
SCUOLA SECONDARIA DI PRIMO GRADO ""F. HALBHERR"" ROVERETO
            
"
"29522
",TNMM83101B,BELLISSI AM PERCHÉ È LA MIA SCUOLA E CI VADO ANCORA,"

                
SCUOLA SECONDARIA DI PRIMO GRADO ""V. Inama"" CLES
            
"
"29899
",TNPS11000Q,Che degrado,"

                
LICEO LINGUISTICO
            
"
"29899
",TNPS11000Q,No.,"

                
LICEO LINGUISTICO
            
"
"29626
",TNEE841013,Scuola pubblica elementare  a Riva del Garda,"

                
SCUOLA PRIMARIA ""N. PERNICI"" RIVA DEL GARDA
            
"
"29630
",TNMM841012,"(Traduzione di Google) L'opportunità di pagare con la carta è impressionante, il cibo è delizioso, il personale gentile.(Originale)The opportunity to pay by card is impressive the food is delicious, kind staff.(Traduzione di Google) L'opportunità di pagare con la carta è impressionante, il cibo è delizioso, il personale gentile. …Altro","

                
SCUOLA SECONDARIA DI PRIMO GRADO ""D. CHIESA"" RIVA DEL GARDA
            
"
"29570
",TNEE84502B,Scuola molto bella e ottimamente organizzata.,"

                
SCUOLA PRIMARIA ""F.lli FILZI"" ROVERETO
            
"
"29572
",TNMM845019,"Bella fuori, sono curiosa dell'ispezione anche da dentro.","

                
SCUOLA SECONDARIA DI PRIMO GRADO ""A. DEGASPERI"" ROVERETO
            
"
"29572
",TNMM845019,Antica scuola poi ampliata.,"

                
SCUOLA SECONDARIA DI PRIMO GRADO ""A. DEGASPERI"" ROVERETO
            
"
"29640
",TNEE85302A,"La scuola media ""Damiano Chiesa"" in Corso Rosmini, 86 è una scuola d'eccellenza, con un ottimo personale e dei bravi professori e anche il sito internet è ottimo soprattutto per gli studenti!!!","

                
SCUOLA PRIMARIA ""REGINA ELENA"" ROVERETO
            
"
"29640
",TNEE85302A,Scuola in un palazzo costruito già all' epoca a uso scolastico.,"

                
SCUOLA PRIMARIA ""REGINA ELENA"" ROVERETO
            
"
"29640
",TNEE85302A,"Ingresso con scalinata alla ""Saranno famosi"" ..... edificio semplicemente favoloso","

                
SCUOLA PRIMARIA ""REGINA ELENA"" ROVERETO
            
"
"29640
",TNEE85302A,Questa scuola elementare é molto bella.,"

                
SCUOLA PRIMARIA ""REGINA ELENA"" ROVERETO
            
"
"29640
",TNEE85302A,Istituto con insegnanti di eccellenza,"

                
SCUOLA PRIMARIA ""REGINA ELENA"" ROVERETO
            
"
"29642
",TNMM853018,"Scuola media fantastica, adatta a tutti. Stupenda sala per concerti e conferenze... Scuola OTTIMA!!!","

                
SCUOLA SECONDARIA DI PRIMO GRADO ""D. CHIESA"" ROVERETO
            
"
"29642
",TNMM853018,Scuola  ben strutturata e completa .Con  sala polivalente sede anche della filarmonicadi Rovereto.,"

                
SCUOLA SECONDARIA DI PRIMO GRADO ""D. CHIESA"" ROVERETO
            
"
"29642
",TNMM853018,Mi piace questa scuola ... sono tutti molto esigenti e attenziosi 💞💞💞💞,"

                
SCUOLA SECONDARIA DI PRIMO GRADO ""D. CHIESA"" ROVERETO
            
"
"29642
",TNMM853018,Eccezionale,"

                
SCUOLA SECONDARIA DI PRIMO GRADO ""D. CHIESA"" ROVERETO
            
"
"92010
",nan,"Da qualche anno l'Istituto è cresciuto nella qualità dell'offerta formativa. Le novità più importanti riguardano la nascita del liceo delle Scienze Umane quadriennale (che permette di raggiungere il diploma in soli 4 anni, come in gran parte dei Paesi europei), unico nel suo genere in tutto il Triveneto e il liceo artistico a indirizzo grafica. Docenti preparati, motivati e selezionati accompagnano i ragazzi nella crescita umana, nello sviluppo di competenze disciplinari e trasversali. All'interno dell'Istituto ci sono anche gli altri ordini di scuola: infanzia, primaria, secondaria di primo grado (scuola media).Da qualche anno l'Istituto è cresciuto nella qualità dell'offerta formativa. Le novità più importanti riguardano la nascita del liceo delle Scienze Umane quadriennale (che permette di raggiungere il diploma in soli 4 anni, come in gran …Altro","

                
Scuola dell'Infanzia di Trento ""Sacro Cuore""
            
"
"92010
",nan,Resterà per sempre il top delle scuole,"

                
Scuola dell'Infanzia di Trento ""Sacro Cuore""
            
"
"92010
",nan,"Dovrebbero trovare un'intesa perché gli studenti di altri istituti scolastici che vogliono usufruire della mensa non trovino tanta burocrazia per accedere ad essa, ad ogni modo sarà mia cura muovermi in sede diversa per capire il perché di tutto...","

                
Scuola dell'Infanzia di Trento ""Sacro Cuore""
            
"
"92010
",nan,Mi avete bocciato in questa scuola...voto 5 stelle,"

                
Scuola dell'Infanzia di Trento ""Sacro Cuore""
            
"
"92010
",nan,La migliore scuola!,"

                
Scuola dell'Infanzia di Trento ""Sacro Cuore""
            
"
