InstituteName,SchoolAddress,SchoolName,Municipality,PhoneNumber
Centro Formazione Professionale UPT - Arco,"Via Gazzoletti, 10 38062",SETTORE SERVIZI,ARCO,0464/556585
Centro Formazione Professionale UPT - Tione di Trento,"Via Roma, 15 38079",SETTORE SERVIZI,TIONE DI TRENTO,0465/321889
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""F. e G. Fontana"" - ROVERETO","Via Del Teatro, 4 38068",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,ROVERETO,0464/436100
ISTITUTO COMPRENSIVO ROVERETO EST,"Frazione Moscheri,   38068",SCUOLA PRIMARIA MOSCHERI TRAMBILENO,TRAMBILENO,0464/433709
ISTITUTO COMPRENSIVO ROVERETO EST,"Frazione Piazza di Terragnolo, 18 38060",SCUOLA PRIMARIA &quot;N. VALDUGA&quot; TERRAGNOLO,TERRAGNOLO,0464/433709
ISTITUTO COMPRENSIVO ROVERETO EST,"Frazione Raossi,   38060",SCUOLA PRIMARIA &quot;F. CAVALLIN&quot; VALLARSA RAOSSI,VALLARSA,0464/433709
ISTITUTO COMPRENSIVO ROVERETO EST,"Corso Rosmini, 86 38068",SCUOLA SECONDARIA DI PRIMO GRADO &quot;D. CHIESA&quot; ROVERETO,ROVERETO,0464/433709
ISTITUTO COMPRENSIVO ROVERETO EST,"Via Dante, 41 38068",SCUOLA PRIMARIA &quot;REGINA ELENA&quot; ROVERETO,ROVERETO,0464/433709
Istituto Formazione Professionale Alberghiero - Rovereto,"Viale Dei Colli, 17 38068",SETTORE INDUSTRIA E ARTIGIANATO,ROVERETO,0464/439164
"Scuola dell'infanzia di Trento  ""Sacro Cuore""","Piazza S Teresa Verzeri, 4 38122",Scuola dell'Infanzia di Trento &quot;Sacro Cuore&quot;,TRENTO,0461-981465
"LICEO ""A. Maffei"" - RIVA DEL GARDA","Via Alberti Lutti, 7 38066",,RIVA DEL GARDA,0464/552316
"LICEO ""A. Rosmini"" - TRENTO","Via Malfatti, 2 38122",,TRENTO,0461/914400
Centro Formazione Professionale ENAIP - Villazzano,"Via Asiago, 14 38123",SETTORE INDUSTRIA E ARTIGIANATO SERALE,TRENTO,0461/920386
Circolo di coordinamento n. 8,"Via Fucina - Zuclo, 12 38079",Scuola dell'Infanzia di Zuclo Bolbeno,BORGO LARES,0465/322790
Circolo di coordinamento n. 8,"Via Circonvallazione, 65 38079",,TIONE DI TRENTO,0461/493385
Circolo di coordinamento n. 5,"Via dei Caduti di Sardagna, 8 38123",Scuola dell'Infanzia di Trento  Sardagna,TRENTO,0461/234186
Circolo di coordinamento n. 11,"Via Marconi, 17 38020",Scuola dell'Infanzia di Livo &quot;Battito d'ali&quot;,LIVO,0463/533522
Circolo di coordinamento n. 3,"Via Gilli, 3 38121",,TRENTO,0461/496952
Circolo di coordinamento n. 11,"Piazza Prati, 6 38011",Scuola dell'Infanzia di Cavareno &quot;Peter Pan&quot;,CAVARENO,0463/832426
Circolo di coordinamento n. 10,"Via Verdi, 38 38060",Scuola dell'Infanzia di Nogaredo,NOGAREDO,0464/411244
Circolo di coordinamento n. 10,"Via III Novembre, 33 38060",Scuola dell'Infanzia di Calliano &quot;Matite colorate&quot;,CALLIANO,0464/835165
Circolo di coordinamento n. 10,"Via Chiocchetti, 1 38068",Scuola dell'Infanzia di Rovereto Rione Nord &quot;Mille colori&quot;,ROVERETO,0464/435355
Circolo di coordinamento n. 10,"Viale Trento, 37/E 38068",,ROVERETO,0464/493114
Circolo di coordinamento n. 10,"Via Monti, 4A 38068",Scuola dell'Infanzia di Rovereto  S.Ilario &quot;Amici della scuola&quot;,ROVERETO,0464/411901
Circolo di coordinamento n. 11,"Via Berera - Monclassico, 6 38025",Scuola dell'Infanzia di Monclassico,DIMARO FOLGARIDA,0463/974606
Circolo di coordinamento n. 11,"Frazione Pracorno, 98/B 38020",Scuola dell'Infanzia di Rabbi,RABBI,0463/902652
Circolo di coordinamento n. 3,"Via Gocciadoro, 84 38122",Scuola dell'Infanzia di Trento  &quot;Crosina Sartori&quot;,TRENTO,0461/925679
Circolo di coordinamento n. 10,"Via Vanzetti, 3 38060",Scuola dell'Infanzia di Besenello,BESENELLO,0464/834946
Circolo di coordinamento n. 3,"Via Conci, 10 38123",Scuola dell'Infanzia di Trento  Villazzano 3  &quot;L'officina degli gnomi&quot;,TRENTO,0461/920367
Circolo di coordinamento n. 11,"Via Dei Baschenis, 3 38020",Scuola dell'Infanzia di Pellizzano &quot;Antonio Bontempelli&quot;,PELLIZZANO,335 1817040
Circolo di coordinamento n. 11,"Via Kessler, 23 38027",Scuola dell'Infanzia di Terzolas &quot;Caterina Graifenberg&quot;,TERZOLAS,0463/901977
Circolo di coordinamento n. 8,"Via Generale Dalla Chiesa - Bezzecca, 2 38067",Scuola dell'Infanzia di Bezzecca - A. Cis,LEDRO,0464/592133
Circolo di coordinamento n. 5,"Via Paludi, 9/1 38121",Scuola dell'Infanzia di Trento Gardolo Paludi  &quot;Biancaneve&quot;,TRENTO,0461/992128
Circolo di coordinamento n. 11,"Via Monsignor Rosati, 6 38010",Scuola dell'Infanzia di Romeno  &quot;Città della gioia&quot;,ROMENO,0463/875195
Circolo di coordinamento n. 5,"Via Dell Asilo, 8 38121",Scuola dell'Infanzia di Trento Roncafort  &quot;Margit Levinson&quot;,TRENTO,0461/960422
Circolo di coordinamento n. 10,"Via Puccini, 26 38068",Scuola dell'Infanzia di Rovereto Brione,ROVERETO,0464/412892
Circolo di coordinamento n. 5,"Via di Coltura, 3 38123",Scuola dell'Infanzia di Trento  Cadine  &quot;Il Melograno&quot;,TRENTO,0461/866302
Circolo di coordinamento n. 8,"Via Delle Ginestre, 31 38066",Scuola dell'Infanzia di Riva  &quot;Rione 2 giugno&quot;,RIVA DEL GARDA,0464/573920
Circolo di coordinamento n. 11,"Via Madonna Pellegrina, 5 38020",Scuola dell'Infanzia di Castelfondo,BORGO D'ANAUNIA,0463/889189
Circolo di coordinamento n. 3,"Via Bettini, 3 38123",Scuola dell'Infanzia di Trento Madonna Bianca &quot;L'albero del sole&quot;,TRENTO,0461/922124
Circolo di coordinamento n. 8,"Via S Giovanni Nepomuceno, 11 38089",Scuola dell'Infanzia di Darzo &quot;L'albero delle castagne&quot;,STORO,0465/685244
Circolo di coordinamento n. 11,"Frazione Mione, 54 38020",Scuola dell'Infanzia di Mione Rumo,RUMO,0463/530420
Circolo di coordinamento n. 3,"Via Della Resistenza, 48 38123",Scuola dell'Infanzia di Trento  Povo &quot;M.C. Conotter&quot;,TRENTO,0461/810574
Circolo di coordinamento n. 3,"Via della Predara, 16 38121",Scuola dell'Infanzia di Trento S.Martino,TRENTO,0461/237516
Circolo di coordinamento n. 11,"Via Manzoni, 22 38020",Scuola dell'Infanzia di Mezzana &quot;A. Ravelli&quot;,MEZZANA,0463/756018
Circolo di coordinamento n. 3,"Via Giovanelli, 6 38122",Scuola dell'Infanzia di Trento  &quot;Gianni Rodari&quot;,TRENTO,0461/986198
Circolo di coordinamento n. 10,"Piazzale Colonello Angheben, 6 38060",Scuola dell'Infanzia di Pomarolo  &quot;Don Rainoldi&quot;,POMAROLO,0464/410211
Circolo di coordinamento n. 11,"Maso Lana, 3 38010",Scuola dell'Infanzia di Ruffrè,RUFFRE' - MENDOLA,0463/870011
Circolo di coordinamento n. 11,"Via Roma, 83 38024",Scuola dell'Infanzia di Cogolo,PEIO,0463/754108
Circolo di coordinamento n. 5,"Via Degasperi - Terlago, 7 38070",Scuola dell'Infanzia di Terlago,VALLELAGHI,0461/860304
Circolo di coordinamento n. 5,"Via Lagolo - Lasino, 47 38076",Scuola dell'Infanzia di Lasino,MADRUZZO,0461/564600
Circolo di coordinamento n. 8,"Via S Antonio, 10 38074",Scuola dell'Infanzia di Dro,DRO,0464/504211
Circolo di coordinamento n. 11,"Viale S Lorenzo, 6 38011",Scuola dell'Infanzia di Sarnonico &quot;Giardino dei sogni&quot;,SARNONICO,0463/831603
Circolo di coordinamento n. 5,"Via Gilli, 3 38121",,TRENTO,0461/496955
Circolo di coordinamento n. 8,"Via Serafini - Preore, 92 38095",Scuola dell'Infanzia di Preore,TRE VILLE,0465/321393
Circolo di coordinamento n. 5,"Via Pedrini - Calavino, 28 38076",Scuola dell'Infanzia di Calavino,MADRUZZO,0461/564630
Circolo di coordinamento n. 3,"Via Gramsci, 11 38123",Scuola dell'Infanzia di Trento Clarina   &quot;Piccolo mondo&quot;,TRENTO,0461/925726
Circolo di coordinamento n. 8,"Via Fossa, 21 38062",Scuola dell'Infanzia di Romarzollo,ARCO,0464/532848
Circolo di coordinamento n. 8,"Piazza Milin - Tiarno di Sopra, 13 38067",Scuola dell'Infanzia di Tiarno di Sopra,LEDRO,0464/596077
Circolo di coordinamento n. 8,"Via don Bertolasi - Cimego, 64 38083",Scuola dell'Infanzia di Cimego,BORGO CHIESE,0465/621567
Giuseppe Veronesi - Centro di istruzione scolastica e di formazione professionale,"Piazzale Orsi, 1 38068",SETTORE INDUSTRIA E ARTIGIANATO SERALE,ROVERETO,0464/433484
Scuola dell'infanzia di Ala,"Via De Ferrari, 1 38061",,ALA,0464-674717
Scuola dell'infanzia di Lizzanella,"Corso Verona, 109 38068",,ROVERETO,0464-432307
"Scuola dell'infanzia di Pergine  ""G.B. Chimelli""","Piazza Garbari, 5 38057",Scuola dell'Infanzia di Pergine  &quot;G.B. Chimelli&quot;,PERGINE VALSUGANA,0461-502351
"Scuola dell'infanzia di Riva ""Giardino""","Viale Roma, 32 38066",Scuola dell'Infanzia di Riva  &quot;Giardino&quot;,RIVA DEL GARDA,0464-552360
"Scuola dell'infanzia di Pergine  ""G.B. Chimelli""","Piazza Garbari, 5 38057",,PERGINE VALSUGANA,0461-502351
"Scuola dell'infanzia di Lavis  ""Madre Maddalena di Canossa""","Via Dei Colli, 4 38015",Scuola dell'Infanzia di Lavis  &quot;Madre Maddalena di Canossa&quot;,LAVIS,0461 240366
"Scuola dell'infanzia di Riva ""Giardino""","Viale Roma, 32 38066",,RIVA DEL GARDA,0464-552360
Scuola dell'infanzia di Lodrone,"Salita Alla Bastia, 2 38089",,STORO,0465-685131
"Scuola dell'infanzia di Trento ""S. Antonio""","Via Adamello, 2 38122",,TRENTO,0461-911027
Scuola dell'infanzia di Ala,"Via De Ferrari, 1 38061",Scuola dell'Infanzia di Ala,ALA,0464-674717
Scuola dell'infanzia di Roncogno di Pergine,"Piazza di S Anna, 3 38057",Scuola dell'Infanzia di Roncogno di Pergine,PERGINE VALSUGANA,0461 502351
Scuola dell'infanzia di Castelnuovo,"Piazza Municipio, 2 38050",,CASTELNUOVO,0461-753637
"Scuola dell'infanzia di Marco Rovereto   ""G.e A. Rosmini Serbati""","Via Alla Stazione, 2 38068",Scuola dell'Infanzia di Marco Rovereto   &quot;G.e A. Rosmini Serbati&quot;,ROVERETO,0464-943313
Scuola dell'infanzia di Castelnuovo,"Piazza Municipio, 2 38050",Scuola dell'Infanzia di Castelnuovo,CASTELNUOVO,0461-753637
Scuola dell'infanzia di Ranzo,"Via al Castel Romano - Ranzo - Vezzano, 29 38070",,VALLELAGHI,0461-844137
"Scuola dell'infanzia di Tione di Trento ""Don Giovanni Failoni""","Piazza Battisti, 4 38079",,TIONE DI TRENTO,0465 321314
"Scuola dell'infanzia di Marco Rovereto   ""G.e A. Rosmini Serbati""","Via Alla Stazione, 2 38068",,ROVERETO,0464-943313
"Scuola dell'infanzia di Trento  ""A. Tambosi""","Via Francesco Ferruccio, 4 38122",,TRENTO,0461-237392
"Scuola dell'infanzia di Trento ""S. Antonio""","Via Adamello, 2 38122",Scuola dell'Infanzia di Trento &quot;S. Antonio&quot;,TRENTO,0461-911027
Scuola dell'infanzia di Predazzo,"Via Gabrielli, 1 38037",,PREDAZZO,0462-501312
Scuola dell'infanzia di Roncogno di Pergine,"Piazza di S Anna, 3 38057",,PERGINE VALSUGANA,0461 502351
Scuola dell'infanzia di Predazzo,"Via Gabrielli, 1 38037",Scuola dell'Infanzia di Predazzo,PREDAZZO,0462-501312
"Scuola dell'infanzia di Roncone  ""Mario Amistadi Sciavina""","Via Lucchi - Roncone, 1 38087",Scuola dell'Infanzia di Roncone  &quot;Mario Amistadi Sciavina&quot;,SELLA GIUDICARIE,0465-901285
"Scuola dell'infanzia di Trento ""G. B. Zanella ODV""","Via Gar, 1 38122",,TRENTO,0461-233744
Scuola dell'infanzia di Cavalese,"Via Regolani, 4 38033",,CAVALESE,0462-341673
Scuola dell'infanzia di Lodrone,"Salita Alla Bastia, 2 38089",Scuola dell'Infanzia di Lodrone,STORO,0465-685253
Scuola dell'infanzia di Daone,"Via Re di Castello - Daone, 57 38080",,VALDAONE,0465-674060
Scuola dell'infanzia di Lizzanella,"Corso Verona, 109 38068",Scuola dell'Infanzia di Lizzanella,ROVERETO,0464-432307
Scuola dell'infanzia di Cavalese,"Via Regolani, 4 38033",Scuola dell'Infanzia di Cavalese,CAVALESE,0462-341673
Scuola dell'infanzia di Ranzo,"Via al Castel Romano - Ranzo - Vezzano, 29 38070",Scuola dell'Infanzia di Ranzo,VALLELAGHI,0461-844205
"Scuola dell'infanzia di Trento ""G. B. Zanella ODV""","Via Gar, 1 38122",Scuola dell'Infanzia di Trento &quot;G.B. Zanella&quot;,TRENTO,0461-233744
"Scuola dell'infanzia di Lavis  ""Madre Maddalena di Canossa""","Via Dei Colli, 4 38015",,LAVIS,0461-240366
"Scuola dell'infanzia di Breguzzo - Bondo  ""Giuseppina Bonazza""","Via Marconi - Breguzzo, 5 38087",Scuola dell'Infanzia di Breguzzo - Bondo  &quot;Giuseppina Bonazza&quot;,SELLA GIUDICARIE,0465-901550
"Scuola dell'infanzia di Breguzzo - Bondo  ""Giuseppina Bonazza""","Via Marconi - Breguzzo, 5 38087",,SELLA GIUDICARIE,0465-901550
Scuola dell'infanzia di Lizzana,"Via Brigata Mantova, 1 38068",,ROVERETO,0464-433395
Scuola dell'infanzia di Masi di Cavalese,"Via Damiano Chiesa, 79 38033",,CAVALESE,0462-340557
"Scuola dell'infanzia di Trento  ""Sacro Cuore""","Piazza S Teresa Verzeri, 4 38122",,TRENTO,0461-981465
Scuola dell'infanzia di Daone,"Via Re di Castello - Daone, 57 38080",Scuola dell'Infanzia di Daone,VALDAONE,0465-674060
Scuola dell'infanzia di Lizzana,"Via Brigata Mantova, 1 38068",Scuola dell'Infanzia di Lizzana,ROVERETO,0464-433395
"Scuola dell'infanzia di Tione di Trento ""Don Giovanni Failoni""","Piazza Battisti, 4 38079",Scuola dell'Infanzia di Tione di Trento &quot;Don Giovanni Failoni&quot;,TIONE DI TRENTO,0465 321314
"Scuola dell'infanzia di Roncone  ""Mario Amistadi Sciavina""","Via Lucchi - Roncone, 1 38087",,SELLA GIUDICARIE,0465-901285
Scuola dell'infanzia di Masi di Cavalese,"Via Damiano Chiesa, 79 38033",Scuola dell'Infanzia di Masi di Cavalese,CAVALESE,0462 340557
"Scuola dell'infanzia di Trento  ""A. Tambosi""","Via Francesco Ferruccio, 4 38122",Scuola dell'Infanzia di Trento  &quot;A. Tambosi&quot;,TRENTO,0461-237392
Scuola dell'infanzia di Ziano di Fiemme,"Piazza Italia, 8 38030",,ZIANO DI FIEMME,3703621992
Scuola dell'infanzia di Ziano di Fiemme,"Piazza Italia, 8 38030",Scuola dell'Infanzia di Ziano di Fiemme,ZIANO DI FIEMME,3703621992
"Istituto Formazione Professionale Servizi alla Persona e Legno ""S. Pertini"" - Trento","Viale Verona, 141 38123",SETTORE SERVIZI,TRENTO,0461/933147
Centro Formazione Professionale UPT - Rovereto,"Via Pasqui, 10 38068",SETTORE SERVIZI,ROVERETO,0464/630050
FONDAZIONE EDMUND MACH - ISTITUTO AGRARIO SAN MICHELE ALL'ADIGE,"Via Mach, 1 38098",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,SAN MICHELE ALL'ADIGE,0461/615213
FONDAZIONE EDMUND MACH - ISTITUTO AGRARIO SAN MICHELE ALL'ADIGE,"Via Mach, 1 38098",,SAN MICHELE ALL'ADIGE,0461/615213
FONDAZIONE EDMUND MACH - ISTITUTO AGRARIO SAN MICHELE ALL'ADIGE,"Via Mach, 1 38098",SETTORE AGRICOLTURA E AMBIENTE,SAN MICHELE ALL'ADIGE,0461/615213
Circolo di coordinamento n. 7,"Via Marconi, 65/A 38098",Scuola dell'Infanzia di Grumo &quot;Il giardino del sole&quot;,SAN MICHELE ALL'ADIGE,0461/650630
ISTITUTO COMPRENSIVO ROVERETO EST,"Corso Rosmini, 86 38068",,ROVERETO,0464/433709
Circolo di coordinamento n. 10,"Vicolo Zandonai,   38060",Scuola dell'Infanzia di Isera,ISERA,0464/437292
Istituto Formazione Professionale Alberghiero - Levico,"Via Ziehl, 5 38056",SETTORE SERVIZI,LEVICO TERME,0461/706294
"LICEO LINGUISTICO ""S. M. Scholl"" - TRENTO","Via Mattioli, 8 38122",,TRENTO,0461914499
GARDASCUOLA SOCIETA' COOPERATIVA SOCIALE - ARCO,"Via XXIV Maggio, 1 38062",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,ARCO,0464/519546
ISTITUTO COMPRENSIVO VAL RENDENA,"Viale Della Pace, 10 38086",,PINZOLO,0465/501139
"ISTITUTO DI ISTRUZIONE ""A. Degasperi"" - BORGO VALSUGANA","Via XXIV Maggio, 7 38051",,BORGO VALSUGANA,0461/753647
Circolo di coordinamento n. 9,"Frazione Anghebeni, 1 38060",Scuola dell'Infanzia  di Anghebeni,VALLARSA,0464/493116
ISTITUTO COMPRENSIVO ISERA - ROVERETO,"Viale Provinciale,   38060",SCUOLA PRIMARIA &quot;R. LEVI MONTALCINI&quot; ISERA,ISERA,0464/431515
Circolo di coordinamento n. 5,"Via Dos Trento, 86 38122",Scuola dell'Infanzia di Trento Piedicastello,TRENTO,0461/983539
ISTITUTO COMPRENSIVO CIVEZZANO,"Via Telvana, 6 38045",SCUOLA PRIMARIA &quot;G. B. BORSIERI&quot; CIVEZZANO,CIVEZZANO,0461/858485
ISTITUTO COMPRENSIVO ISERA - ROVERETO,"Viale Della Vittoria, 43 38068",,ROVERETO,0464/431515
"ISTITUTO DI ISTRUZIONE ""L. Guetti"" - TIONE DI TRENTO","Via Durone, 53 38079",,TIONE DI TRENTO,0465/321735
Scuola dell'infanzia di Denno,"Via Ossanna, 3 38010",,DENNO,0461-655960
Circolo di coordinamento n. 9,"Via Romani, 4 38068",Scuola dell'Infanzia di Rovereto Noriglio,ROVERETO,0464 437430
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""G. Floriani"" - RIVA DEL GARDA","Viale Dei Tigli, 43 38066",,RIVA DEL GARDA,0464/578511
"LICEO SCIENTIFICO ""L. Da Vinci"" - TRENTO","Via Madruzzo, 24 38122",,TRENTO,0461/984099
ISTITUTO COMPRENSIVO CAVALESE,"Via Mercato, 10 38030",SCUOLA PRIMARIA VARENA,VILLE DI FIEMME,0462/340314
ISTITUTO COMPRENSIVO CEMBRA,"Frazione Stedro, 68 38047",SCUOLA PRIMARIA STEDRO SEGONZANO,SEGONZANO,0461/683006
ISTITUTO COMPRENSIVO MEZZOLOMBARDO - PAGANELLA,"Piazza Scuole, 2 38018",SCUOLA PRIMARIA &quot;L. Nicolussi&quot; MOLVENO,MOLVENO,0461/601125
ISTITUTO COMPRENSIVO LEVICO TERME,"Via Albere, 2 38050",SCUOLA PRIMARIA &quot;G. ROSANELLI&quot; TENNA,TENNA,0461/706146
ISTITUTO COMPRENSIVO FONDO - REVO',"Piazzale Savera, 1 38011",SCUOLA PRIMARIA CAVARENO,CAVARENO,0463/831134
Centro Formazione Professionale ENAIP - Ossana,"Via Di S Antonio, 1 38026",SETTORE SERVIZI,OSSANA,0463/751102
ISTITUTO COMPRENSIVO TAIO,"Via Heroldsberg - Taio, 5 38012",SCUOLA PRIMARIA TAIO,PREDAIA,0463/468193
Istituto Formazione Professionale Alberghiero - Levico,"Via Ziehl, 5 38056",,LEVICO TERME,0461/706294
Circolo di coordinamento n. 9,"Via della Cooperazione, 20 38065",Scuola dell'Infanzia di Tierno Mori  &quot;Il girasole&quot;,MORI,0464/917200
Scuola dell'infanzia di Denno,"Via Ossanna, 3 38010",Scuola dell'Infanzia di Denno,DENNO,0461-655960
ISTITUTO COMPRENSIVO BASSA ANAUNIA - TUENNO,"Via Colle Verde, 3 38010",,DENNO,0461/655783
Circolo di coordinamento n. 3,"Via Senesi, 3 38121",Scuola dell'Infanzia di Trento Cristo Re &quot;Piccolo Principe&quot;,TRENTO,0461/824334
Circolo di coordinamento n. 9,"Via Udine, 21 38068",Scuola dell'Infanzia di Rovereto &quot;C. Battisti&quot;,ROVERETO,0464/431239
Istituto Formazione Professionale Alberghiero - Rovereto,"Viale Dei Colli, 17 38068",,ROVERETO,0464/439164
"Istituto Formazione Professionale Servizi alla Persona e Legno ""S. Pertini"" - Trento","Viale Verona, 141 38123",,TRENTO,0461/933147
Centro Formazione Professionale ENAIP - Borgo Valsugana,"Via Giamaolle, 15 38051",SETTORE INDUSTRIA E ARTIGIANATO,BORGO VALSUGANA,0461/753037
Centro Formazione Professionale ENAIP - Ossana,"Via Di S Antonio, 1 38026",,OSSANA,0463/751102
Circolo di coordinamento n. 11,"Via della Gana, 10 38027",,MALE',0461/491939
Centro Formazione Professionale ENAIP - Borgo Valsugana,"Via Giamaolle, 15 38051",,BORGO VALSUGANA,0461/753037
Scuola dell'infanzia di Tesero,"Via Fia, 20 38038",,TESERO,0462-813045
Scuola dell'infanzia di Tesero,"Via Fia, 20 38038",Scuola dell'Infanzia di Tesero,TESERO,0462-813045
Scuola dell'infanzia di Villa Lagarina,"Via Monsignor Gosetti, 3 38060",Scuola dell'Infanzia di Villa Lagarina,VILLA LAGARINA,0464-411101
Scuola dell'infanzia di Villa Lagarina,"Via Monsignor Gosetti, 3 38060",,VILLA LAGARINA,0464-411101
