,data_inserimento,ord_scol_cap,ord_scol_ord,strutt_liv_1_cap,strutt_liv_1_cod_miur,strutt_liv_1_cod_pat,tipo_ora_id,valore,valore_d,valore_n,anno_scol,anno_corso,miur_code
74,1640991601000,Highschool,4,"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""F. e G. Fontana"" - ROVERETO",TNTD020009,221619503,Morning,0.0,96.0,0.0,2020/21,2,TNTD020009
75,1640991601000,Highschool,4,"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""F. e G. Fontana"" - ROVERETO",TNTD020009,221619503,Morning,0.0,88.0,0.0,2020/21,3,TNTD020009
76,1640991601000,Highschool,4,"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""F. e G. Fontana"" - ROVERETO",TNTD020009,221619503,Morning,0.0,77.0,0.0,2020/21,4,TNTD020009
77,1640991601000,Highschool,4,"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""F. e G. Fontana"" - ROVERETO",TNTD020009,221619503,Morning,0.0,90.0,0.0,2020/21,5,TNTD020009
78,1640991601000,Highschool,4,"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""F. e G. Fontana"" - ROVERETO",TNTD020009,221619503,Evening,0.1111111111111111,9.0,1.0,2020/21,3,TNTD020009
79,1640991601000,Highschool,4,"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""F. e G. Fontana"" - ROVERETO",TNTD020009,221619503,Evening,0.0,9.0,0.0,2020/21,4,TNTD020009
80,1640991601000,Highschool,4,"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""F. e G. Fontana"" - ROVERETO",TNTD020009,221619503,Evening,0.0769230769230769,13.0,1.0,2020/21,5,TNTD020009
81,1640991601000,Highschool,4,"ISTITUTO TECNICO TECNOLOGICO ""G. Marconi"" - ROVERETO",TNTF02000G,221619502,Morning,0.0,192.0,0.0,2020/21,1,TNTF02000G
82,1640991601000,Highschool,4,"ISTITUTO TECNICO TECNOLOGICO ""G. Marconi"" - ROVERETO",TNTF02000G,221619502,Morning,0.0,205.0,0.0,2020/21,2,TNTF02000G
83,1640991601000,Highschool,4,"ISTITUTO TECNICO TECNOLOGICO ""G. Marconi"" - ROVERETO",TNTF02000G,221619502,Morning,0.005050505050505,198.0,1.0,2020/21,3,TNTF02000G
84,1640991601000,Highschool,4,"ISTITUTO TECNICO TECNOLOGICO ""G. Marconi"" - ROVERETO",TNTF02000G,221619502,Morning,0.0,158.0,0.0,2020/21,4,TNTF02000G
85,1640991601000,Highschool,4,"ISTITUTO TECNICO TECNOLOGICO ""G. Marconi"" - ROVERETO",TNTF02000G,221619502,Morning,0.0,172.0,0.0,2020/21,5,TNTF02000G
86,1640991601000,Highschool,4,"ISTITUTO TECNICO TECNOLOGICO ""G. Marconi"" - ROVERETO",TNTF02000G,221619502,Evening,0.25,20.0,5.0,2020/21,3,TNTF02000G
87,1640991601000,Highschool,4,"ISTITUTO TECNICO TECNOLOGICO ""G. Marconi"" - ROVERETO",TNTF02000G,221619502,Evening,0.0,13.0,0.0,2020/21,4,TNTF02000G
88,1640991601000,Highschool,4,"ISTITUTO TECNICO TECNOLOGICO ""G. Marconi"" - ROVERETO",TNTF02000G,221619502,Evening,0.0,12.0,0.0,2020/21,5,TNTF02000G
89,1640991602000,Highschool,4,"ISTITUTO TECNICO TECNOLOGICO ""M. Buonarroti"" - TRENTO",TNIS013001,222059502,Morning,0.0090361445783132,332.0,3.0,2020/21,1,TNIS013001
90,1640991602000,Highschool,4,"ISTITUTO TECNICO TECNOLOGICO ""M. Buonarroti"" - TRENTO",TNIS013001,222059502,Morning,0.0030674846625766,326.0,1.0,2020/21,2,TNIS013001
91,1640991602000,Highschool,4,"ISTITUTO TECNICO TECNOLOGICO ""M. Buonarroti"" - TRENTO",TNIS013001,222059502,Morning,0.0033222591362126,301.0,1.0,2020/21,3,TNIS013001
92,1640991602000,Highschool,4,"ISTITUTO TECNICO TECNOLOGICO ""M. Buonarroti"" - TRENTO",TNIS013001,222059502,Morning,0.0,302.0,0.0,2020/21,4,TNIS013001
93,1640991602000,Highschool,4,"ISTITUTO TECNICO TECNOLOGICO ""M. Buonarroti"" - TRENTO",TNIS013001,222059502,Morning,0.0034482758620689,290.0,1.0,2020/21,5,TNIS013001
94,1640991602000,Highschool,4,"ISTITUTO TECNICO TECNOLOGICO ""M. Buonarroti"" - TRENTO",TNIS013001,222059502,Evening,0.6229508196721312,61.0,38.0,2020/21,3,TNIS013001
95,1640991602000,Highschool,4,"ISTITUTO TECNICO TECNOLOGICO ""M. Buonarroti"" - TRENTO",TNIS013001,222059502,Evening,0.32,25.0,8.0,2020/21,4,TNIS013001
96,1640991602000,Highschool,4,"ISTITUTO TECNICO TECNOLOGICO ""M. Buonarroti"" - TRENTO",TNIS013001,222059502,Evening,0.0588235294117647,17.0,1.0,2020/21,5,TNIS013001
97,1640991601000,Highschool,4,"LICEO ""A. Rosmini"" - ROVERETO",TNPC02000A,221619505,Morning,0.0,206.0,0.0,2020/21,1,TNPC02000A
98,1640991601000,Highschool,4,"LICEO ""A. Rosmini"" - ROVERETO",TNPC02000A,221619505,Morning,0.0041666666666666,240.0,1.0,2020/21,2,TNPC02000A
99,1640991601000,Highschool,4,"LICEO ""A. Rosmini"" - ROVERETO",TNPC02000A,221619505,Morning,0.0,215.0,0.0,2020/21,3,TNPC02000A
100,1640991601000,Highschool,4,"LICEO ""A. Rosmini"" - ROVERETO",TNPC02000A,221619505,Morning,0.0,225.0,0.0,2020/21,4,TNPC02000A
101,1640991601000,Highschool,4,"LICEO ""A. Rosmini"" - ROVERETO",TNPC02000A,221619505,Morning,0.0,206.0,0.0,2020/21,5,TNPC02000A
102,1640991602000,Highschool,4,"LICEO ""A. Rosmini"" - TRENTO",TNPM01000X,222059508,Morning,0.0284090909090909,176.0,5.0,2020/21,1,TNPM01000X
103,1640991602000,Highschool,4,"LICEO ""A. Rosmini"" - TRENTO",TNPM01000X,222059508,Morning,0.0049019607843137,204.0,1.0,2020/21,2,TNPM01000X
104,1640991602000,Highschool,4,"LICEO ""A. Rosmini"" - TRENTO",TNPM01000X,222059508,Morning,0.0148514851485148,202.0,3.0,2020/21,3,TNPM01000X
105,1640991602000,Highschool,4,"LICEO ""A. Rosmini"" - TRENTO",TNPM01000X,222059508,Morning,0.0,197.0,0.0,2020/21,4,TNPM01000X
106,1640991602000,Highschool,4,"LICEO ""A. Rosmini"" - TRENTO",TNPM01000X,222059508,Morning,0.0056497175141242,177.0,1.0,2020/21,5,TNPM01000X
107,1640991602000,Highschool,4,"LICEO ""A. Rosmini"" - TRENTO",TNPM01000X,222059508,Evening,0.4133333333333333,75.0,31.0,2020/21,1,TNPM01000X
108,1640991602000,Highschool,4,"LICEO ""A. Rosmini"" - TRENTO",TNPM01000X,222059508,Evening,0.1428571428571428,7.0,1.0,2020/21,2,TNPM01000X
109,1640991602000,Highschool,4,"LICEO ""A. Rosmini"" - TRENTO",TNPM01000X,222059508,Evening,0.4390243902439024,41.0,18.0,2020/21,3,TNPM01000X
110,1640991602000,Highschool,4,"LICEO ""A. Rosmini"" - TRENTO",TNPM01000X,222059508,Evening,0.3333333333333333,12.0,4.0,2020/21,4,TNPM01000X
111,1640991602000,Highschool,4,"LICEO ""A. Rosmini"" - TRENTO",TNPM01000X,222059508,Evening,0.1153846153846153,26.0,3.0,2020/21,5,TNPM01000X
112,1640991601000,Highschool,4,"LICEO ""B. Russell"" - CLES",TNIS00600T,220629503,Morning,0.0,182.0,0.0,2020/21,1,TNIS00600T
113,1640991601000,Highschool,4,"LICEO ""B. Russell"" - CLES",TNIS00600T,220629503,Morning,0.0130718954248366,153.0,2.0,2020/21,2,TNIS00600T
114,1640991601000,Highschool,4,"LICEO ""B. Russell"" - CLES",TNIS00600T,220629503,Morning,0.0106951871657754,187.0,2.0,2020/21,3,TNIS00600T
115,1640991601000,Highschool,4,"LICEO ""B. Russell"" - CLES",TNIS00600T,220629503,Morning,0.0058479532163742,171.0,1.0,2020/21,4,TNIS00600T
116,1640991601000,Highschool,4,"LICEO ""B. Russell"" - CLES",TNIS00600T,220629503,Morning,0.0,173.0,0.0,2020/21,5,TNIS00600T
117,1640991601000,Highschool,4,"LICEO ""F. Filzi"" - ROVERETO",TNPM02000E,221619504,Morning,0.0064102564102564,156.0,1.0,2020/21,1,TNPM02000E
118,1640991601000,Highschool,4,"LICEO ""F. Filzi"" - ROVERETO",TNPM02000E,221619504,Morning,0.0136054421768707,147.0,2.0,2020/21,2,TNPM02000E
119,1640991601000,Highschool,4,"LICEO ""F. Filzi"" - ROVERETO",TNPM02000E,221619504,Morning,0.0138888888888888,144.0,2.0,2020/21,3,TNPM02000E
120,1640991601000,Highschool,4,"LICEO ""F. Filzi"" - ROVERETO",TNPM02000E,221619504,Morning,0.0,116.0,0.0,2020/21,4,TNPM02000E
121,1640991601000,Highschool,4,"LICEO ""F. Filzi"" - ROVERETO",TNPM02000E,221619504,Morning,0.0,106.0,0.0,2020/21,5,TNPM02000E
122,1640991602000,Highschool,4,"LICEO CLASSICO ""G. Prati"" - TRENTO",TNPC04000G,222059512,Morning,0.0,101.0,0.0,2020/21,1,TNPC04000G
123,1640991602000,Highschool,4,"LICEO CLASSICO ""G. Prati"" - TRENTO",TNPC04000G,222059512,Morning,0.0,84.0,0.0,2020/21,2,TNPC04000G
124,1640991602000,Highschool,4,"LICEO CLASSICO ""G. Prati"" - TRENTO",TNPC04000G,222059512,Morning,0.0,93.0,0.0,2020/21,3,TNPC04000G
125,1640991602000,Highschool,4,"LICEO CLASSICO ""G. Prati"" - TRENTO",TNPC04000G,222059512,Morning,0.0,71.0,0.0,2020/21,4,TNPC04000G
126,1640991602000,Highschool,4,"LICEO CLASSICO ""G. Prati"" - TRENTO",TNPC04000G,222059512,Morning,0.0,103.0,0.0,2020/21,5,TNPC04000G
127,1640991602000,Highschool,4,"LICEO SCIENTIFICO ""G. Galilei"" - TRENTO",TNPS01000V,222059510,Morning,0.0,193.0,0.0,2020/21,1,TNPS01000V
128,1640991602000,Highschool,4,"LICEO SCIENTIFICO ""G. Galilei"" - TRENTO",TNPS01000V,222059510,Morning,0.0051282051282051,195.0,1.0,2020/21,2,TNPS01000V
129,1640991602000,Highschool,4,"LICEO SCIENTIFICO ""G. Galilei"" - TRENTO",TNPS01000V,222059510,Morning,0.0,180.0,0.0,2020/21,3,TNPS01000V
130,1640991602000,Highschool,4,"LICEO SCIENTIFICO ""G. Galilei"" - TRENTO",TNPS01000V,222059510,Morning,0.0,159.0,0.0,2020/21,4,TNPS01000V
131,1640991602000,Highschool,4,"LICEO SCIENTIFICO ""G. Galilei"" - TRENTO",TNPS01000V,222059510,Morning,0.0,139.0,0.0,2020/21,5,TNPS01000V
132,1640991602000,Highschool,4,"LICEO SCIENTIFICO ""L. Da Vinci"" - TRENTO",TNPS02000D,222059511,Morning,0.0,317.0,0.0,2020/21,1,TNPS02000D
133,1640991602000,Highschool,4,"LICEO SCIENTIFICO ""L. Da Vinci"" - TRENTO",TNPS02000D,222059511,Morning,0.0,291.0,0.0,2020/21,2,TNPS02000D
134,1640991602000,Highschool,4,"LICEO SCIENTIFICO ""L. Da Vinci"" - TRENTO",TNPS02000D,222059511,Morning,0.0,283.0,0.0,2020/21,3,TNPS02000D
135,1640991602000,Highschool,4,"LICEO SCIENTIFICO ""L. Da Vinci"" - TRENTO",TNPS02000D,222059511,Morning,0.0,288.0,0.0,2020/21,4,TNPS02000D
136,1640991602000,Highschool,4,"LICEO SCIENTIFICO ""L. Da Vinci"" - TRENTO",TNPS02000D,222059511,Morning,0.0040160642570281,249.0,1.0,2020/21,5,TNPS02000D
137,1640991601000,Highschool,4,SCUOLA LADINA DI FASSA - SCOLA LADINA DE FASCIA,TNIC85000Q,221459701,Morning,0.0,95.0,0.0,2020/21,1,TNIC85000Q
138,1640991601000,Highschool,4,SCUOLA LADINA DI FASSA - SCOLA LADINA DE FASCIA,TNIC85000Q,221459701,Morning,0.0092592592592592,108.0,1.0,2020/21,2,TNIC85000Q
139,1640991601000,Highschool,4,SCUOLA LADINA DI FASSA - SCOLA LADINA DE FASCIA,TNIC85000Q,221459701,Morning,0.0229885057471264,87.0,2.0,2020/21,3,TNIC85000Q
140,1640991601000,Highschool,4,SCUOLA LADINA DI FASSA - SCOLA LADINA DE FASCIA,TNIC85000Q,221459701,Morning,0.0,68.0,0.0,2020/21,4,TNIC85000Q
141,1640991601000,Highschool,4,SCUOLA LADINA DI FASSA - SCOLA LADINA DE FASCIA,TNIC85000Q,221459701,Morning,0.0,80.0,0.0,2020/21,5,TNIC85000Q
142,1640991602000,Professional School,5,Giuseppe Veronesi - Centro di istruzione scolastica e di formazione professionale,,221619599,Morning,0.0101010101010101,99.0,1.0,2020/21,1,TNCF002001
143,1640991602000,Professional School,5,Giuseppe Veronesi - Centro di istruzione scolastica e di formazione professionale,,221619599,Morning,0.0135135135135135,148.0,2.0,2020/21,2,TNCF002001
144,1640991602000,Professional School,5,Giuseppe Veronesi - Centro di istruzione scolastica e di formazione professionale,,221619599,Morning,0.056338028169014,142.0,8.0,2020/21,3,TNCF002001
145,1640991602000,Professional School,5,Giuseppe Veronesi - Centro di istruzione scolastica e di formazione professionale,,221619599,Morning,0.0086206896551724,116.0,1.0,2020/21,4,TNCF002001
146,1640991602000,Professional School,5,Giuseppe Veronesi - Centro di istruzione scolastica e di formazione professionale,,221619599,Morning,0.0,25.0,0.0,2020/21,5,TNCF002001
147,1640991602000,Professional School,5,Giuseppe Veronesi - Centro di istruzione scolastica e di formazione professionale,,221619599,Evening,0.3529411764705882,17.0,6.0,2020/21,2,TNCF002001
148,1640991602000,Professional School,5,Giuseppe Veronesi - Centro di istruzione scolastica e di formazione professionale,,221619599,Evening,0.0,5.0,0.0,2020/21,3,TNCF002001
149,1640991602000,Highschool,4,Giuseppe Veronesi - Centro di istruzione scolastica e di formazione professionale,,221619599,Morning,0.0,26.0,0.0,2020/21,1,TNCF002001
