,ord_scol,tipo_orario,num_anni,etichetta,percentuale_ammessi,anno,miur_code
37,Highschool,Morning,5,Amessi 2019/20,99.2,4,TNIS00100P
38,Highschool,Morning,5,Amessi 2019/20,100.0,5,TNIS00100P
39,Middle School,Evening,3,Amessi 2020/21,0.0,1,TNIS00100P
40,Middle School,Evening,3,Amessi 2020/21,0.0,2,TNIS00100P
41,Middle School,Evening,3,Amessi 2020/21,25.0,3,TNIS00100P
42,Middle School,Evening,3,Amessi 2021/22,0.0,1,TNIS00100P
43,Middle School,Evening,3,Amessi 2021/22,0.0,2,TNIS00100P
44,Middle School,Evening,3,Amessi 2021/22,33.33333333333333,3,TNIS00100P
45,Middle School,Evening,3,Amessi 2019/20,0.0,1,TNIS00100P
46,Middle School,Evening,3,Amessi 2019/20,0.0,2,TNIS00100P
47,Middle School,Evening,3,Amessi 2019/20,16.666666666666664,3,TNIS00100P
48,Highschool,Evening,5,Amessi 2020/21,0.0,1,TNIS00100P
49,Highschool,Evening,5,Amessi 2020/21,0.0,2,TNIS00100P
50,Highschool,Evening,5,Amessi 2020/21,0.0,3,TNIS00100P
51,Highschool,Evening,5,Amessi 2020/21,0.0,4,TNIS00100P
52,Highschool,Evening,5,Amessi 2020/21,57.14285714285714,5,TNIS00100P
53,Highschool,Evening,5,Amessi 2021/22,0.0,1,TNIS00100P
54,Highschool,Evening,5,Amessi 2021/22,0.0,2,TNIS00100P
55,Highschool,Evening,5,Amessi 2021/22,18.181818181818183,3,TNIS00100P
56,Highschool,Evening,5,Amessi 2021/22,40.909090909090914,4,TNIS00100P
57,Highschool,Evening,5,Amessi 2021/22,70.0,5,TNIS00100P
58,Highschool,Evening,5,Amessi 2019/20,0.0,1,TNIS00100P
59,Highschool,Evening,5,Amessi 2019/20,0.0,2,TNIS00100P
60,Highschool,Evening,5,Amessi 2019/20,75.86206896551724,3,TNIS00100P
61,Highschool,Evening,5,Amessi 2019/20,66.66666666666666,4,TNIS00100P
62,Highschool,Evening,5,Amessi 2019/20,92.85714285714286,5,TNIS00100P
63,Primary School,Morning,5,Amessi 2020/21,100.0,1,TNIC861006
64,Primary School,Morning,5,Amessi 2020/21,100.0,2,TNIC861006
65,Primary School,Morning,5,Amessi 2020/21,100.0,3,TNIC861006
66,Primary School,Morning,5,Amessi 2020/21,100.0,4,TNIC861006
67,Primary School,Morning,5,Amessi 2020/21,100.0,5,TNIC861006
68,Primary School,Morning,5,Amessi 2021/22,100.0,1,TNIC861006
69,Primary School,Morning,5,Amessi 2021/22,100.0,2,TNIC861006
70,Primary School,Morning,5,Amessi 2021/22,100.0,3,TNIC861006
71,Primary School,Morning,5,Amessi 2021/22,100.0,4,TNIC861006
72,Primary School,Morning,5,Amessi 2021/22,100.0,5,TNIC861006
73,Primary School,Morning,5,Amessi 2019/20,0.0,1,TNIC861006
74,Primary School,Morning,5,Amessi 2019/20,0.0,2,TNIC861006
75,Primary School,Morning,5,Amessi 2019/20,0.0,3,TNIC861006
76,Primary School,Morning,5,Amessi 2019/20,0.0,4,TNIC861006
77,Primary School,Morning,5,Amessi 2019/20,0.0,5,TNIC861006
78,Middle School,Morning,3,Amessi 2020/21,100.0,1,TNIC861006
79,Middle School,Morning,3,Amessi 2020/21,97.2972972972973,2,TNIC861006
80,Middle School,Morning,3,Amessi 2020/21,100.0,3,TNIC861006
81,Middle School,Morning,3,Amessi 2021/22,100.0,1,TNIC861006
82,Middle School,Morning,3,Amessi 2021/22,97.87234042553192,2,TNIC861006
83,Middle School,Morning,3,Amessi 2021/22,100.0,3,TNIC861006
84,Middle School,Morning,3,Amessi 2019/20,0.0,1,TNIC861006
85,Middle School,Morning,3,Amessi 2019/20,0.0,2,TNIC861006
86,Middle School,Morning,3,Amessi 2019/20,0.0,3,TNIC861006
87,Professional School,Morning,5,Amessi 2020/21,83.78378378378379,1,TNCF001001
88,Professional School,Morning,5,Amessi 2020/21,90.43478260869566,2,TNCF001001
89,Professional School,Morning,5,Amessi 2020/21,81.37254901960785,3,TNCF001001
90,Professional School,Morning,5,Amessi 2020/21,97.10144927536231,4,TNCF001001
91,Professional School,Morning,5,Amessi 2020/21,96.0,5,TNCF001001
92,Professional School,Morning,5,Amessi 2021/22,77.52808988764045,1,TNCF001001
93,Professional School,Morning,5,Amessi 2021/22,86.3013698630137,2,TNCF001001
94,Professional School,Morning,5,Amessi 2021/22,81.73913043478261,3,TNCF001001
95,Professional School,Morning,5,Amessi 2021/22,88.67924528301887,4,TNCF001001
96,Professional School,Morning,5,Amessi 2021/22,88.46153846153845,5,TNCF001001
97,Professional School,Morning,5,Amessi 2019/20,99.1304347826087,1,TNCF001001
98,Professional School,Morning,5,Amessi 2019/20,100.0,2,TNCF001001
99,Professional School,Morning,5,Amessi 2019/20,97.72727272727272,3,TNCF001001
100,Professional School,Morning,5,Amessi 2019/20,100.0,4,TNCF001001
101,Professional School,Morning,5,Amessi 2019/20,100.0,5,TNCF001001
102,Professional School,Morning,5,Amessi 2020/21,77.02702702702703,1,TNCF007001
103,Professional School,Morning,5,Amessi 2020/21,74.48979591836735,2,TNCF007001
104,Professional School,Morning,5,Amessi 2020/21,75.0,3,TNCF007001
105,Professional School,Morning,5,Amessi 2020/21,100.0,4,TNCF007001
106,Professional School,Morning,5,Amessi 2020/21,85.71428571428571,5,TNCF007001
107,Professional School,Morning,5,Amessi 2021/22,79.12087912087912,1,TNCF007001
108,Professional School,Morning,5,Amessi 2021/22,80.51948051948052,2,TNCF007001
109,Professional School,Morning,5,Amessi 2021/22,80.45977011494253,3,TNCF007001
110,Professional School,Morning,5,Amessi 2021/22,88.09523809523809,4,TNCF007001
111,Professional School,Morning,5,Amessi 2021/22,88.46153846153845,5,TNCF007001
112,Professional School,Morning,5,Amessi 2019/20,94.94949494949496,1,TNCF007001
113,Professional School,Morning,5,Amessi 2019/20,96.42857142857144,2,TNCF007001
114,Professional School,Morning,5,Amessi 2019/20,85.8974358974359,3,TNCF007001
115,Professional School,Morning,5,Amessi 2019/20,100.0,4,TNCF007001
116,Professional School,Morning,5,Amessi 2019/20,100.0,5,TNCF007001
117,Professional School,Morning,5,Amessi 2020/21,64.70588235294117,1,TNCF008001
118,Professional School,Morning,5,Amessi 2020/21,73.20261437908496,2,TNCF008001
119,Professional School,Morning,5,Amessi 2020/21,75.57251908396947,3,TNCF008001
120,Professional School,Morning,5,Amessi 2020/21,90.41095890410958,4,TNCF008001
121,Professional School,Morning,5,Amessi 2020/21,92.5925925925926,5,TNCF008001
122,Professional School,Morning,5,Amessi 2021/22,65.78947368421053,1,TNCF008001
123,Professional School,Morning,5,Amessi 2021/22,74.21875,2,TNCF008001
124,Professional School,Morning,5,Amessi 2021/22,75.0,3,TNCF008001
125,Professional School,Morning,5,Amessi 2021/22,82.75862068965517,4,TNCF008001
126,Professional School,Morning,5,Amessi 2021/22,94.11764705882352,5,TNCF008001
127,Professional School,Morning,5,Amessi 2019/20,92.40506329113924,1,TNCF008001
128,Professional School,Morning,5,Amessi 2019/20,95.41984732824427,2,TNCF008001
129,Professional School,Morning,5,Amessi 2019/20,85.96491228070175,3,TNCF008001
130,Professional School,Morning,5,Amessi 2019/20,92.85714285714286,4,TNCF008001
131,Professional School,Morning,5,Amessi 2019/20,100.0,5,TNCF008001
132,Professional School,Evening,5,Amessi 2020/21,0.0,1,TNCF008001
133,Professional School,Evening,5,Amessi 2020/21,0.0,2,TNCF008001
134,Professional School,Evening,5,Amessi 2020/21,55.172413793103445,3,TNCF008001
135,Professional School,Evening,5,Amessi 2020/21,0.0,4,TNCF008001
136,Professional School,Evening,5,Amessi 2020/21,0.0,5,TNCF008001
137,Professional School,Evening,5,Amessi 2021/22,0.0,1,TNCF008001
138,Professional School,Evening,5,Amessi 2021/22,0.0,2,TNCF008001
139,Professional School,Evening,5,Amessi 2021/22,58.82352941176471,3,TNCF008001
140,Professional School,Evening,5,Amessi 2021/22,0.0,4,TNCF008001
141,Professional School,Evening,5,Amessi 2021/22,0.0,5,TNCF008001
142,Professional School,Evening,5,Amessi 2019/20,0.0,1,TNCF008001
143,Professional School,Evening,5,Amessi 2019/20,0.0,2,TNCF008001
144,Professional School,Evening,5,Amessi 2019/20,50.0,3,TNCF008001
145,Professional School,Evening,5,Amessi 2019/20,0.0,4,TNCF008001
146,Professional School,Evening,5,Amessi 2019/20,0.0,5,TNCF008001
147,Professional School,Morning,5,Amessi 2020/21,89.90825688073394,1,TNCF005001
148,Professional School,Morning,5,Amessi 2020/21,80.99173553719008,2,TNCF005001
149,Professional School,Morning,5,Amessi 2020/21,86.60714285714286,3,TNCF005001
150,Professional School,Morning,5,Amessi 2020/21,93.24324324324324,4,TNCF005001
151,Professional School,Morning,5,Amessi 2020/21,100.0,5,TNCF005001
152,Professional School,Morning,5,Amessi 2021/22,85.43689320388349,1,TNCF005001
153,Professional School,Morning,5,Amessi 2021/22,85.47008547008546,2,TNCF005001
154,Professional School,Morning,5,Amessi 2021/22,90.17857142857144,3,TNCF005001
155,Professional School,Morning,5,Amessi 2021/22,96.875,4,TNCF005001
156,Professional School,Morning,5,Amessi 2021/22,94.44444444444444,5,TNCF005001
157,Professional School,Morning,5,Amessi 2019/20,94.78260869565216,1,TNCF005001
158,Professional School,Morning,5,Amessi 2019/20,94.05940594059405,2,TNCF005001
159,Professional School,Morning,5,Amessi 2019/20,90.83333333333331,3,TNCF005001
160,Professional School,Morning,5,Amessi 2019/20,100.0,4,TNCF005001
161,Professional School,Morning,5,Amessi 2019/20,100.0,5,TNCF005001
162,Professional School,Morning,5,Amessi 2020/21,96.55172413793105,1,TNCF004001
163,Professional School,Morning,5,Amessi 2020/21,92.95774647887325,2,TNCF004001
164,Professional School,Morning,5,Amessi 2020/21,66.66666666666666,3,TNCF004001
165,Professional School,Morning,5,Amessi 2020/21,100.0,4,TNCF004001
166,Professional School,Morning,5,Amessi 2020/21,100.0,5,TNCF004001
167,Professional School,Morning,5,Amessi 2021/22,98.30508474576273,1,TNCF004001
168,Professional School,Morning,5,Amessi 2021/22,86.4406779661017,2,TNCF004001
169,Professional School,Morning,5,Amessi 2021/22,73.17073170731707,3,TNCF004001
170,Professional School,Morning,5,Amessi 2021/22,96.36363636363636,4,TNCF004001
171,Professional School,Morning,5,Amessi 2021/22,97.5609756097561,5,TNCF004001
172,Professional School,Morning,5,Amessi 2019/20,98.4375,1,TNCF004001
173,Professional School,Morning,5,Amessi 2019/20,98.59154929577466,2,TNCF004001
174,Professional School,Morning,5,Amessi 2019/20,68.4931506849315,3,TNCF004001
175,Professional School,Morning,5,Amessi 2019/20,96.0,4,TNCF004001
176,Professional School,Morning,5,Amessi 2019/20,98.1818181818182,5,TNCF004001
177,Professional School,Morning,5,Amessi 2020/21,73.4375,1,TNCF003001
178,Professional School,Morning,5,Amessi 2020/21,70.58823529411765,2,TNCF003001
179,Professional School,Morning,5,Amessi 2020/21,82.1917808219178,3,TNCF003001
180,Professional School,Morning,5,Amessi 2020/21,96.7741935483871,4,TNCF003001
181,Professional School,Morning,5,Amessi 2020/21,94.73684210526316,5,TNCF003001
182,Professional School,Morning,5,Amessi 2021/22,81.25,1,TNCF003001
183,Professional School,Morning,5,Amessi 2021/22,89.87341772151899,2,TNCF003001
184,Professional School,Morning,5,Amessi 2021/22,91.02564102564102,3,TNCF003001
185,Professional School,Morning,5,Amessi 2021/22,100.0,4,TNCF003001
186,Professional School,Morning,5,Amessi 2021/22,93.22033898305084,5,TNCF003001
187,Professional School,Morning,5,Amessi 2019/20,88.09523809523809,1,TNCF003001
188,Professional School,Morning,5,Amessi 2019/20,92.95774647887325,2,TNCF003001
189,Professional School,Morning,5,Amessi 2019/20,95.6043956043956,3,TNCF003001
190,Professional School,Morning,5,Amessi 2019/20,97.1830985915493,4,TNCF003001
191,Professional School,Morning,5,Amessi 2019/20,94.44444444444444,5,TNCF003001
192,Professional School,Evening,5,Amessi 2020/21,0.0,1,TNCF003001
193,Professional School,Evening,5,Amessi 2020/21,0.0,2,TNCF003001
194,Professional School,Evening,5,Amessi 2020/21,57.44680851063831,3,TNCF003001
195,Professional School,Evening,5,Amessi 2020/21,0.0,4,TNCF003001
196,Professional School,Evening,5,Amessi 2020/21,0.0,5,TNCF003001
197,Professional School,Evening,5,Amessi 2021/22,0.0,1,TNCF003001
198,Professional School,Evening,5,Amessi 2021/22,0.0,2,TNCF003001
199,Professional School,Evening,5,Amessi 2021/22,70.37037037037037,3,TNCF003001
200,Professional School,Evening,5,Amessi 2021/22,0.0,4,TNCF003001
201,Professional School,Evening,5,Amessi 2021/22,0.0,5,TNCF003001
202,Professional School,Evening,5,Amessi 2019/20,0.0,1,TNCF003001
203,Professional School,Evening,5,Amessi 2019/20,0.0,2,TNCF003001
204,Professional School,Evening,5,Amessi 2019/20,56.09756097560976,3,TNCF003001
205,Professional School,Evening,5,Amessi 2019/20,0.0,4,TNCF003001
206,Professional School,Evening,5,Amessi 2019/20,0.0,5,TNCF003001
207,Highschool,Morning,5,Amessi 2020/21,97.36842105263158,1,TNIS00300A
208,Highschool,Morning,5,Amessi 2020/21,93.96984924623116,2,TNIS00300A
209,Highschool,Morning,5,Amessi 2020/21,93.33333333333331,3,TNIS00300A
210,Highschool,Morning,5,Amessi 2020/21,95.0,4,TNIS00300A
211,Highschool,Morning,5,Amessi 2020/21,97.97979797979798,5,TNIS00300A
212,Highschool,Morning,5,Amessi 2021/22,87.92270531400966,1,TNIS00300A
213,Highschool,Morning,5,Amessi 2021/22,92.3076923076923,2,TNIS00300A
214,Highschool,Morning,5,Amessi 2021/22,87.5,3,TNIS00300A
215,Highschool,Morning,5,Amessi 2021/22,92.1686746987952,4,TNIS00300A
216,Highschool,Morning,5,Amessi 2021/22,90.3846153846154,5,TNIS00300A
217,Highschool,Morning,5,Amessi 2019/20,100.0,1,TNIS00300A
218,Highschool,Morning,5,Amessi 2019/20,98.88888888888889,2,TNIS00300A
219,Highschool,Morning,5,Amessi 2019/20,100.0,3,TNIS00300A
220,Highschool,Morning,5,Amessi 2019/20,100.0,4,TNIS00300A
221,Highschool,Morning,5,Amessi 2019/20,98.82352941176472,5,TNIS00300A
222,Middle School,Evening,3,Amessi 2020/21,0.0,1,TNIS00300A
223,Middle School,Evening,3,Amessi 2020/21,0.0,2,TNIS00300A
224,Middle School,Evening,3,Amessi 2020/21,71.42857142857143,3,TNIS00300A
225,Middle School,Evening,3,Amessi 2021/22,0.0,1,TNIS00300A
226,Middle School,Evening,3,Amessi 2021/22,0.0,2,TNIS00300A
227,Middle School,Evening,3,Amessi 2021/22,71.42857142857143,3,TNIS00300A
228,Middle School,Evening,3,Amessi 2019/20,0.0,1,TNIS00300A
229,Middle School,Evening,3,Amessi 2019/20,0.0,2,TNIS00300A
230,Middle School,Evening,3,Amessi 2019/20,70.83333333333334,3,TNIS00300A
231,Highschool,Evening,5,Amessi 2020/21,0.0,1,TNIS00300A
232,Highschool,Evening,5,Amessi 2020/21,42.85714285714285,2,TNIS00300A
233,Highschool,Evening,5,Amessi 2020/21,0.0,3,TNIS00300A
234,Highschool,Evening,5,Amessi 2020/21,81.81818181818183,4,TNIS00300A
235,Highschool,Evening,5,Amessi 2020/21,71.42857142857143,5,TNIS00300A
236,Highschool,Evening,5,Amessi 2021/22,0.0,1,TNIS00300A
237,Highschool,Evening,5,Amessi 2021/22,57.14285714285714,2,TNIS00300A
238,Highschool,Evening,5,Amessi 2021/22,0.0,3,TNIS00300A
239,Highschool,Evening,5,Amessi 2021/22,50.0,4,TNIS00300A
240,Highschool,Evening,5,Amessi 2021/22,66.66666666666666,5,TNIS00300A
241,Highschool,Evening,5,Amessi 2019/20,0.0,1,TNIS00300A
242,Highschool,Evening,5,Amessi 2019/20,66.66666666666666,2,TNIS00300A
243,Highschool,Evening,5,Amessi 2019/20,0.0,3,TNIS00300A
244,Highschool,Evening,5,Amessi 2019/20,57.14285714285714,4,TNIS00300A
245,Highschool,Evening,5,Amessi 2019/20,65.0,5,TNIS00300A
246,Highschool,Morning,5,Amessi 2020/21,91.4027149321267,1,TNSD02000X
247,Highschool,Morning,5,Amessi 2020/21,91.869918699187,2,TNSD02000X
248,Highschool,Morning,5,Amessi 2020/21,91.54411764705884,3,TNSD02000X
249,Highschool,Morning,5,Amessi 2020/21,95.81395348837208,4,TNSD02000X
250,Highschool,Morning,5,Amessi 2020/21,93.859649122807,5,TNSD02000X
251,Highschool,Morning,5,Amessi 2021/22,91.13475177304964,1,TNSD02000X
252,Highschool,Morning,5,Amessi 2021/22,91.25,2,TNSD02000X
253,Highschool,Morning,5,Amessi 2021/22,96.61016949152544,3,TNSD02000X
254,Highschool,Morning,5,Amessi 2021/22,96.8,4,TNSD02000X
255,Highschool,Morning,5,Amessi 2021/22,97.1153846153846,5,TNSD02000X
256,Highschool,Morning,5,Amessi 2019/20,97.6,1,TNSD02000X
257,Highschool,Morning,5,Amessi 2019/20,98.13432835820896,2,TNSD02000X
258,Highschool,Morning,5,Amessi 2019/20,97.6851851851852,3,TNSD02000X
259,Highschool,Morning,5,Amessi 2019/20,96.5665236051502,4,TNSD02000X
260,Highschool,Morning,5,Amessi 2019/20,99.47916666666666,5,TNSD02000X
261,Highschool,Morning,5,Amessi 2020/21,79.28994082840237,1,TNTD18000T
262,Highschool,Morning,5,Amessi 2020/21,81.81818181818183,2,TNTD18000T
263,Highschool,Morning,5,Amessi 2020/21,89.6103896103896,3,TNTD18000T
264,Highschool,Morning,5,Amessi 2020/21,96.34146341463416,4,TNTD18000T
265,Highschool,Morning,5,Amessi 2020/21,97.57575757575758,5,TNTD18000T
266,Highschool,Morning,5,Amessi 2021/22,73.33333333333333,1,TNTD18000T
267,Highschool,Morning,5,Amessi 2021/22,82.05128205128204,2,TNTD18000T
268,Highschool,Morning,5,Amessi 2021/22,81.70731707317073,3,TNTD18000T
269,Highschool,Morning,5,Amessi 2021/22,91.42857142857144,4,TNTD18000T
270,Highschool,Morning,5,Amessi 2021/22,97.57575757575758,5,TNTD18000T
271,Highschool,Morning,5,Amessi 2019/20,99.47643979057592,1,TNTD18000T
272,Highschool,Morning,5,Amessi 2019/20,100.0,2,TNTD18000T
273,Highschool,Morning,5,Amessi 2019/20,98.8950276243094,3,TNTD18000T
274,Highschool,Morning,5,Amessi 2019/20,100.0,4,TNTD18000T
275,Highschool,Morning,5,Amessi 2019/20,98.31932773109244,5,TNTD18000T
276,Highschool,Evening,5,Amessi 2020/21,0.0,1,TNTD18000T
277,Highschool,Evening,5,Amessi 2020/21,53.84615384615385,2,TNTD18000T
278,Highschool,Evening,5,Amessi 2020/21,5.0,3,TNTD18000T
279,Highschool,Evening,5,Amessi 2020/21,42.30769230769231,4,TNTD18000T
280,Highschool,Evening,5,Amessi 2020/21,66.66666666666666,5,TNTD18000T
281,Highschool,Evening,5,Amessi 2021/22,0.0,1,TNTD18000T
282,Highschool,Evening,5,Amessi 2021/22,25.0,2,TNTD18000T
283,Highschool,Evening,5,Amessi 2021/22,2.564102564102564,3,TNTD18000T
284,Highschool,Evening,5,Amessi 2021/22,42.85714285714285,4,TNTD18000T
285,Highschool,Evening,5,Amessi 2021/22,65.21739130434783,5,TNTD18000T
286,Highschool,Evening,5,Amessi 2019/20,22.22222222222222,1,TNTD18000T
287,Highschool,Evening,5,Amessi 2019/20,54.54545454545454,2,TNTD18000T
288,Highschool,Evening,5,Amessi 2019/20,14.634146341463412,3,TNTD18000T
289,Highschool,Evening,5,Amessi 2019/20,77.41935483870968,4,TNTD18000T
290,Highschool,Evening,5,Amessi 2019/20,88.88888888888889,5,TNTD18000T
291,Highschool,Morning,5,Amessi 2020/21,94.92753623188406,1,TNTD100001
292,Highschool,Morning,5,Amessi 2020/21,93.24324324324324,2,TNTD100001
293,Highschool,Morning,5,Amessi 2020/21,92.71523178807946,3,TNTD100001
294,Highschool,Morning,5,Amessi 2020/21,95.6896551724138,4,TNTD100001
295,Highschool,Morning,5,Amessi 2020/21,97.9020979020979,5,TNTD100001
296,Highschool,Morning,5,Amessi 2021/22,89.1025641025641,1,TNTD100001
297,Highschool,Morning,5,Amessi 2021/22,95.65217391304348,2,TNTD100001
298,Highschool,Morning,5,Amessi 2021/22,98.6013986013986,3,TNTD100001
299,Highschool,Morning,5,Amessi 2021/22,96.5277777777778,4,TNTD100001
300,Highschool,Morning,5,Amessi 2021/22,100.0,5,TNTD100001
301,Highschool,Morning,5,Amessi 2019/20,100.0,1,TNTD100001
302,Highschool,Morning,5,Amessi 2019/20,100.0,2,TNTD100001
303,Highschool,Morning,5,Amessi 2019/20,100.0,3,TNTD100001
304,Highschool,Morning,5,Amessi 2019/20,100.0,4,TNTD100001
305,Highschool,Morning,5,Amessi 2019/20,100.0,5,TNTD100001
306,Middle School,Evening,3,Amessi 2020/21,0.0,1,TNTD100001
307,Middle School,Evening,3,Amessi 2020/21,0.0,2,TNTD100001
308,Middle School,Evening,3,Amessi 2020/21,80.0,3,TNTD100001
309,Middle School,Evening,3,Amessi 2021/22,0.0,1,TNTD100001
310,Middle School,Evening,3,Amessi 2021/22,0.0,2,TNTD100001
311,Middle School,Evening,3,Amessi 2021/22,60.0,3,TNTD100001
312,Middle School,Evening,3,Amessi 2019/20,0.0,1,TNTD100001
313,Middle School,Evening,3,Amessi 2019/20,0.0,2,TNTD100001
314,Middle School,Evening,3,Amessi 2019/20,100.0,3,TNTD100001
315,Highschool,Evening,5,Amessi 2020/21,0.0,1,TNTD100001
316,Highschool,Evening,5,Amessi 2020/21,0.0,2,TNTD100001
317,Highschool,Evening,5,Amessi 2020/21,0.0,3,TNTD100001
318,Highschool,Evening,5,Amessi 2020/21,29.411764705882355,4,TNTD100001
319,Highschool,Evening,5,Amessi 2020/21,77.77777777777779,5,TNTD100001
320,Highschool,Evening,5,Amessi 2021/22,0.0,1,TNTD100001
321,Highschool,Evening,5,Amessi 2021/22,0.0,2,TNTD100001
322,Highschool,Evening,5,Amessi 2021/22,0.0,3,TNTD100001
323,Highschool,Evening,5,Amessi 2021/22,66.66666666666666,4,TNTD100001
324,Highschool,Evening,5,Amessi 2021/22,66.66666666666666,5,TNTD100001
325,Highschool,Evening,5,Amessi 2019/20,0.0,1,TNTD100001
326,Highschool,Evening,5,Amessi 2019/20,0.0,2,TNTD100001
327,Highschool,Evening,5,Amessi 2019/20,0.0,3,TNTD100001
328,Highschool,Evening,5,Amessi 2019/20,85.71428571428571,4,TNTD100001
329,Highschool,Evening,5,Amessi 2019/20,100.0,5,TNTD100001
330,Highschool,Morning,5,Amessi 2020/21,78.94736842105263,1,TNTD020009
331,Highschool,Morning,5,Amessi 2020/21,78.26086956521739,2,TNTD020009
332,Highschool,Morning,5,Amessi 2020/21,90.80459770114942,3,TNTD020009
333,Highschool,Morning,5,Amessi 2020/21,93.15068493150685,4,TNTD020009
334,Highschool,Morning,5,Amessi 2020/21,95.50561797752808,5,TNTD020009
335,Highschool,Morning,5,Amessi 2021/22,94.44444444444444,1,TNTD020009
336,Highschool,Morning,5,Amessi 2021/22,95.18072289156626,2,TNTD020009
337,Highschool,Morning,5,Amessi 2021/22,93.67088607594935,3,TNTD020009
338,Highschool,Morning,5,Amessi 2021/22,93.90243902439023,4,TNTD020009
339,Highschool,Morning,5,Amessi 2021/22,98.57142857142858,5,TNTD020009
340,Highschool,Morning,5,Amessi 2019/20,100.0,1,TNTD020009
341,Highschool,Morning,5,Amessi 2019/20,100.0,2,TNTD020009
342,Highschool,Morning,5,Amessi 2019/20,100.0,3,TNTD020009
343,Highschool,Morning,5,Amessi 2019/20,100.0,4,TNTD020009
344,Highschool,Morning,5,Amessi 2019/20,100.0,5,TNTD020009
345,Highschool,Evening,5,Amessi 2020/21,0.0,1,TNTD020009
346,Highschool,Evening,5,Amessi 2020/21,0.0,2,TNTD020009
347,Highschool,Evening,5,Amessi 2020/21,0.0,3,TNTD020009
348,Highschool,Evening,5,Amessi 2020/21,88.88888888888889,4,TNTD020009
349,Highschool,Evening,5,Amessi 2020/21,92.3076923076923,5,TNTD020009
350,Highschool,Evening,5,Amessi 2021/22,0.0,1,TNTD020009
351,Highschool,Evening,5,Amessi 2021/22,0.0,2,TNTD020009
352,Highschool,Evening,5,Amessi 2021/22,0.0,3,TNTD020009
353,Highschool,Evening,5,Amessi 2021/22,100.0,4,TNTD020009
354,Highschool,Evening,5,Amessi 2021/22,78.57142857142857,5,TNTD020009
355,Highschool,Evening,5,Amessi 2019/20,0.0,1,TNTD020009
356,Highschool,Evening,5,Amessi 2019/20,0.0,2,TNTD020009
357,Highschool,Evening,5,Amessi 2019/20,0.0,3,TNTD020009
358,Highschool,Evening,5,Amessi 2019/20,100.0,4,TNTD020009
359,Highschool,Evening,5,Amessi 2019/20,100.0,5,TNTD020009
360,Highschool,Morning,5,Amessi 2020/21,89.41798941798942,1,TNTF02000G
