,school_type,address,phone_number,fax_number,school_email,management_email,office_email,website,miur_code,school_name,school_id,institute_id,institute_id_number
10,Provincial,"Corso Degasperi,
    
14 -
    
38037    
PREDAZZO",+39 0462 341449,+39 0462 248071,weisserose@pec.provincia.tn.it,dir.iicavalese@scuole.provincia.tn.it,segr.iicavalese@scuole.provincia.tn.it,http://www.scuolefiemme.tn.it,TNTD001011,"

                
ISTITUTO TECNICO PER IL SETTORE ECONOMICO - PREDAZZO
            
",29783,/Scuole/ISTITUTO-DI-ISTRUZIONE-La-Rosa-Bianca-CAVALESE2,1
11,Provincial,"Corso Degasperi,
    
14 -
    
38037    
PREDAZZO",+39 0462 341449,+39 0462 248071,weisserose@pec.provincia.tn.it,dir.iicavalese@scuole.provincia.tn.it,segr.iicavalese@scuole.provincia.tn.it,http://www.scuolefiemme.tn.it,TNTD001509,"

                
ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE - PREDAZZO
            
",29784,/Scuole/ISTITUTO-DI-ISTRUZIONE-La-Rosa-Bianca-CAVALESE2,1
12,Provincial,"Via Gandhi,
    
1 -
    
38033    
CAVALESE",+39 0462 341449,+39 0462 248071,weisserose@pec.provincia.tn.it,dir.iicavalese@scuole.provincia.tn.it,segr.iicavalese@scuole.provincia.tn.it,http://www.scuolefiemme.tn.it,TNTL00101B,"

                
ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO
            
",29785,/Scuole/ISTITUTO-DI-ISTRUZIONE-La-Rosa-Bianca-CAVALESE2,1
13,Provincial,"Corso Degasperi,
    
14 -
    
38037    
PREDAZZO",+39 0462 341449,+39 0462 248071,weisserose@pec.provincia.tn.it,dir.iicavalese@scuole.provincia.tn.it,segr.iicavalese@scuole.provincia.tn.it,http://www.scuolefiemme.tn.it,TNTD001509,"

                
ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE - PREDAZZO
            
",29786,/Scuole/ISTITUTO-DI-ISTRUZIONE-La-Rosa-Bianca-CAVALESE2,1
14,Provincial,"Via Gandhi,
    
1 -
    
38033    
CAVALESE",+39 0462 341449,+39 0462 248071,weisserose@pec.provincia.tn.it,dir.iicavalese@scuole.provincia.tn.it,segr.iicavalese@scuole.provincia.tn.it,http://www.scuolefiemme.tn.it,TNPS001015,"

                
LICEO DELLE SCIENZE UMANE OPZIONE ECONOMICO SOCIALE
            
",29787,/Scuole/ISTITUTO-DI-ISTRUZIONE-La-Rosa-Bianca-CAVALESE2,1
15,Provincial,"Via Gandhi,
    
1 -
    
38033    
CAVALESE",+39 0462 341449,+39 0462 248071,weisserose@pec.provincia.tn.it,dir.iicavalese@scuole.provincia.tn.it,segr.iicavalese@scuole.provincia.tn.it,http://www.scuolefiemme.tn.it,TNPS001015,"

                
LICEO LINGUISTICO
            
",29788,/Scuole/ISTITUTO-DI-ISTRUZIONE-La-Rosa-Bianca-CAVALESE2,1
16,Provincial,"Via Gandhi,
    
1 -
    
38033    
CAVALESE",+39 0462 341449,+39 0462 248071,weisserose@pec.provincia.tn.it,dir.iicavalese@scuole.provincia.tn.it,segr.iicavalese@scuole.provincia.tn.it,http://www.scuolefiemme.tn.it,TNPS001015,"

                
LICEO SCIENTIFICO
            
",29789,/Scuole/ISTITUTO-DI-ISTRUZIONE-La-Rosa-Bianca-CAVALESE2,1
17,Provincial,"Via Gandhi,
    
1 -
    
38033    
CAVALESE",+39 0462 341449,+39 0462 248071,weisserose@pec.provincia.tn.it,dir.iicavalese@scuole.provincia.tn.it,segr.iicavalese@scuole.provincia.tn.it,http://www.scuolefiemme.tn.it,TNPS001015,"

                
LICEO DELLE SCIENZE UMANE
            
",65579,/Scuole/ISTITUTO-DI-ISTRUZIONE-La-Rosa-Bianca-CAVALESE2,1
18,Provincial,"Via Calzolari - Localita Fontana,
    
2 -
    
38060    
BRENTONICO",+39 0464 395189,+39 0464 392710,ic.brentonico@pec.provincia.tn.it,dir.ic.brentonico@scuole.provincia.tn.it,segr.ic.brentonico@scuole.provincia.tn.it,,TNEE861018,"

                
SCUOLA PRIMARIA BRENTONICO
            
",63289,/Scuole/ISTITUTO-COMPRENSIVO-BRENTONICO,2
19,Provincial,"Via Calzolari - Localita Fontana,
    
2 -
    
38060    
BRENTONICO",+39 0464 395189,+39 0464 392710,ic.brentonico@pec.provincia.tn.it,dir.ic.brentonico@scuole.provincia.tn.it,segr.ic.brentonico@scuole.provincia.tn.it,,TNMM861017,"

                
SCUOLA SECONDARIA DI PRIMO GRADO BRENTONICO
            
",65577,/Scuole/ISTITUTO-COMPRENSIVO-BRENTONICO,2
20,Autonomous Manegement,"Via Conci,
    
86 -
    
38123    
TRENTO",+39 0461 930658,,associazione@pec.scuolasteiner-trento.it,,segreteria@scuolasteiner-trento.it,http://www.scuolasteiner-trento.it,TN1E00900D,"

                
ASSOCIAZIONE R. STEINER - PRIMARIA
            
",29225,/Scuole/ASSOCIAZIONE-PEDAGOGICA-STEINERIANA-TRENTO2,3
21,Autonomous Manegement,"Via Conci,
    
86 -
    
38123    
TRENTO",+39 0461 930658,,associazione@pec.scuolasteiner-trento.it,,segreteria@scuolasteiner-trento.it,http://www.scuolasteiner-trento.it,TN1M007003,"

                
ASSOCIAZIONE R. STEINER - SECONDARIA I GRADO
            
",29226,/Scuole/ASSOCIAZIONE-PEDAGOGICA-STEINERIANA-TRENTO2,3
22,Autonomous Manegement,"Via Stazione Mori,
    
10 -
    
38068    
ROVERETO",+39 0464 434899,,,,,,,"

                
Asilo Colle Fiorito
            
",29228,/Scuole/ASSOCIAZIONE-RUDOLF-STEINER-PER-LA-PEDAGOGIA-APS-ROVERETO,4
23,Autonomous Manegement,"Via Monsignor  Endrici,
    
23 -
    
38122    
TRENTO",+39 0461 1731200,+39 0461 1731288,collegioarcivescovile@pec.it,collegioarcivescovile@arcivescoviletrento.it,didatticatn@arcivescoviletrento.it,http://www.arcivescoviletrento.it,TNTD37500F,"

                
ISTITUTO TECNICO PER IL SETTORE ECONOMICO
            
",29230,/Scuole/COLLEGIO-ARCIVESCOVILE-C.ENDRICI-TRENTO2,5
24,Autonomous Manegement,"Via Monsignor  Endrici,
    
23 -
    
38122    
TRENTO",+39 0461 1731200,+39 0461 1731288,collegioarcivescovile@pec.it,collegioarcivescovile@arcivescoviletrento.it,didatticatn@arcivescoviletrento.it,http://www.arcivescoviletrento.it,TNTD37500F,"

                
ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO
            
",29231,/Scuole/COLLEGIO-ARCIVESCOVILE-C.ENDRICI-TRENTO2,5
25,Autonomous Manegement,"Via Monsignor  Endrici,
    
23 -
    
38122    
TRENTO",+39 0461 1731200,+39 0461 1731288,collegioarcivescovile@pec.it,collegioarcivescovile@arcivescoviletrento.it,didatticatn@arcivescoviletrento.it,http://www.arcivescoviletrento.it,TNPC01500V,"

                
LICEO CLASSICO ARCIVESCOVILE - TRENTO
            
",29232,/Scuole/COLLEGIO-ARCIVESCOVILE-C.ENDRICI-TRENTO2,5
26,Autonomous Manegement,"Via Monsignor  Endrici,
    
23 -
    
38122    
TRENTO",+39 0461 1731200,+39 0461 1731288,collegioarcivescovile@pec.it,collegioarcivescovile@arcivescoviletrento.it,didatticatn@arcivescoviletrento.it,http://www.arcivescoviletrento.it,TNPL085003,"

                
LICEO LINGUISTICO ARCIVESCOVILE - TRENTO
            
",29233,/Scuole/COLLEGIO-ARCIVESCOVILE-C.ENDRICI-TRENTO2,5
27,Autonomous Manegement,"Via Monsignor  Endrici,
    
23 -
    
38122    
TRENTO",+39 0461 1731200,+39 0461 1731288,collegioarcivescovile@pec.it,collegioarcivescovile@arcivescoviletrento.it,didatticatn@arcivescoviletrento.it,http://www.arcivescoviletrento.it,TNPS015002,"

                
LICEO SCIENTIFICO ARCIVESCOVILE - TRENTO
            
",29234,/Scuole/COLLEGIO-ARCIVESCOVILE-C.ENDRICI-TRENTO2,5
28,Autonomous Manegement,"Via Monsignor  Endrici,
    
23 -
    
38122    
TRENTO",+39 0461 1731200,+39 0461 1731288,collegioarcivescovile@pec.it,collegioarcivescovile@arcivescoviletrento.it,didatticatn@arcivescoviletrento.it,http://www.arcivescoviletrento.it,TN1E00100V,"

                
SCUOLA PRIMARIA ARCIVESCOVILE TRENTO
            
",29235,/Scuole/COLLEGIO-ARCIVESCOVILE-C.ENDRICI-TRENTO2,5
29,Autonomous Manegement,"Via Monsignor  Endrici,
    
23 -
    
38122    
TRENTO",+39 0461 1731200,+39 0461 1731288,collegioarcivescovile@pec.it,collegioarcivescovile@arcivescoviletrento.it,didatticatn@arcivescoviletrento.it,http://www.arcivescoviletrento.it,TN1M00400G,"

                
SCUOLA SECONDARIA DI PRIMO GRADO ARCIVESCOVILE TRENTO
            
",29236,/Scuole/COLLEGIO-ARCIVESCOVILE-C.ENDRICI-TRENTO2,5
30,Autonomous Manegement,"Corso Bettini,
    
71 -
    
38068    
ROVERETO",+39 0464 406000,+39 0464 406077,collegioarcivescovile@pec.it,dameinglesi@arcivescoviletrento.it,lia@arcivescoviletrento.it,http://www.arcivescoviletrento.it,TNPL005006,"

                
LICEO LINGUISTICO ARCIVESCOVILE DAME INGLESI - ROVERETO
            
",29238,/Scuole/COLLEGIO-ARCIVESCOVILE-DAME-INGLESI-ROVERETO2,6
31,Autonomous Manegement,"Corso Bettini,
    
31 -
    
38068    
ROVERETO",+39 0464 406000,+39 0464 406077,collegioarcivescovile@pec.it,dameinglesi@arcivescoviletrento.it,lia@arcivescoviletrento.it,http://www.arcivescoviletrento.it,TN1E006002,"

                
SCUOLA PRIMARIA ARCIVESCOVILE DAME INGLESI ROVERETO
            
",29239,/Scuole/COLLEGIO-ARCIVESCOVILE-DAME-INGLESI-ROVERETO2,6
32,Autonomous Manegement,"Corso Bettini,
    
31 -
    
38068    
ROVERETO",+39 0464 406000,+39 0464 406077,collegioarcivescovile@pec.it,dameinglesi@arcivescoviletrento.it,lia@arcivescoviletrento.it,http://www.arcivescoviletrento.it,TN1M00200X,"

                
SCUOLA SECONDARIA DI PRIMO GRADO ARCIVESCOVILE DAME INGLESI ROVERETO
            
",29240,/Scuole/COLLEGIO-ARCIVESCOVILE-DAME-INGLESI-ROVERETO2,6
33,Autonomous Manegement,"Via Della Saluga,
    
7 -
    
38121    
TRENTO",+39 0461 080041,,cooperativasacrafamiglia@pec.it,segreteria@sacrafamigliatrento.it,segreteria@sacrafamigliatrento.it,http://www.sacrafamigliatrento.it,TN1E005006,"

                
SCUOLA PRIMARIA SACRA FAMIGLIA TRENTO
            
",29245,/Scuole/COOPERATIVA-SOCIALE-SACRA-FAMIGLIA-ONLUS2,7
34,Autonomous Manegement,"Via Grazioli,
    
2 -
    
38122    
TRENTO",+39 0461 260454,+39 0461 267864,canossatrento@pec.it,direzione@centromoda.tn.it,didattica@centromoda.tn.it,http://www.centromoda.tn.it,TNCF009001,"

                
SETTORE INDUSTRIA E ARTIGIANATO
            
",29247,/Scuole/Centro-Formazione-Professionale-Centromoda-Canossa-Trento3,8
35,Autonomous Manegement,"Via Gazzoletti,
    
8 -
    
38062    
ARCO",+39 0464 516465,+39 0464 516497,cfp.arco@pec.it,,cfp.arco@enaip.tn.it,https://arco.enaiptrentino.it,TNFP249STA,"

                
SETTORE INDUSTRIA E ARTIGIANATO
            
",29249,/Scuole/Centro-Formazione-Professionale-ENAIP-Arco2,9
36,Provincial,"Via del Municipio Vecchio,
    
2 -
    
38042    
BASELGA DI PINE'",+39 0461 557640,+39 0461 493495,scuolainfanzia.baselgadipine@scuole.provincia.tn.it,,circolo.coordinamento01@provincia.tn.it,,,"

                
Scuola dell'Infanzia di Baselga di Piné
            
",29289,/Scuole/Circolo-di-coordinamento-n.-15,10
37,Provincial,"Piazza Scuole,
    
3 -
    
38030    
CAPRIANA",+39 0462 816377,+39 0461 493495,scuolainfanzia.capriana@scuole.provincia.tn.it,,circolo.coordinamento01@provincia.tn.it,,,"

                
Scuola dell'Infanzia di Capriana ""Maddalena Lazzeri""
            
",29290,/Scuole/Circolo-di-coordinamento-n.-15,10
38,Provincial,"Frazione Casatta,
    
54 -
    
38040    
VALFLORIANA",+39 0462 910249,+39 0461 493495,scuolainfanzia.casatta@scuole.provincia.tn.it,,circolo.coordinamento01@provincia.tn.it,,,"

                
Scuola dell'Infanzia di Casatta
            
",29291,/Scuole/Circolo-di-coordinamento-n.-15,10
39,Provincial,"Via Telvana,
    
4 -
    
38045    
CIVEZZANO",+39 0461 858481,+39 0461 493495,scuolainfanzia.civezzano@scuole.provincia.tn.it,,circolo.coordinamento01@provincia.tn.it,,,"

                
Scuola dell'Infanzia di Civezzano
            
",29292,/Scuole/Circolo-di-coordinamento-n.-15,10
40,Provincial,"Via S Tommaso,
    
6 -
    
38030    
VILLE DI FIEMME",+39 0462 230589,+39 0461 493495,scuolainfanzia.daiano@scuole.provincia.tn.it,,circolo.coordinamento01@provincia.tn.it,,,"

                
Scuola dell'Infanzia di Daiano
            
",29293,/Scuole/Circolo-di-coordinamento-n.-15,10
41,Provincial,"Maso Ronca,
    
9 -
    
38050    
FIEROZZO - VLARÖTZ",+39 0461 540044,+39 0461 493495,scuolainfanzia.fierozzo@scuole.provincia.tn.it,,circolo.coordinamento01@provincia.tn.it,,,"

                
Scuola dell'Infanzia di Fierozzo ""Himblring""
            
",29294,/Scuole/Circolo-di-coordinamento-n.-15,10
42,Provincial,"Via del Dos di Miola,
    
13 -
    
38042    
BASELGA DI PINE'",+39 0461 557950,+39 0461 493495,scuolainfanzia.miola@scuole.provincia.tn.it,,circolo.coordinamento01@provincia.tn.it,,,"

                
Scuola dell'Infanzia di Miola di Pinè
            
",29295,/Scuole/Circolo-di-coordinamento-n.-15,10
43,Provincial,"Via Segherie,
    
64/C -
    
38030    
CASTELLO-MOLINA DI FIEMME",+39 0462 230696,+39 0461 493495,scuolainfanzia.molina@scuole.provincia.tn.it,,circolo.coordinamento01@provincia.tn.it,,,"

                
Scuola dell'Infanzia di Molina di Fiemme
            
",29296,/Scuole/Circolo-di-coordinamento-n.-15,10
44,Provincial,"Via Vittorino da Feltre,
    
24 -
    
38043    
BEDOLLO",+39 0461 556518,+39 0461 493495,scuolainfanzia.bedollo@scuole.provincia.tn.it,,circolo.coordinamento01@provincia.tn.it,,,"

                
Scuola dell'Infanzia di Piazze
            
",29297,/Scuole/Circolo-di-coordinamento-n.-15,10
45,Provincial,"Frazione Rizzolaga,
    
94 -
    
38042    
BASELGA DI PINE'",+39 0461 557629,+39 0461 493495,scuolainfanzia.rizzolaga@scuole.provincia.tn.it,,circolo.coordinamento01@provincia.tn.it,,,"

                
Scuola dell'Infanzia di Rizzolaga di Pinè ""Raggio di sole""
            
",29298,/Scuole/Circolo-di-coordinamento-n.-15,10
46,Provincial,"Localita Pintarei,
    
9 -
    
38050    
SANT'ORSOLA TERME",+39 0461 551163,+39 0461 493495,scuolainfanzia.santorsola@scuole.provincia.tn.it,,circolo.coordinamento01@provincia.tn.it,,,"

                
Scuola dell'Infanzia di S. Orsola ""Il girotondo""
            
",29299,/Scuole/Circolo-di-coordinamento-n.-15,10
47,Provincial,"Via Alla Villa Wolf - Rovere,
    
4 -
    
38045    
CIVEZZANO",+39 0461 858736,+39 0461 493495,scuolainfanzia.seregnano@scuole.provincia.tn.it,,circolo.coordinamento01@provincia.tn.it,,,"

                
Scuola dell'Infanzia di Seregnano ""Arcobaleno""
            
",29300,/Scuole/Circolo-di-coordinamento-n.-15,10
48,Provincial,"Via Mercato,
    
22 -
    
38030    
VILLE DI FIEMME",+39 0462 341301,+39 0461 493495,scuolainfanzia.varena@scuole.provincia.tn.it,,circolo.coordinamento01@provincia.tn.it,,,"

                
Scuola dell'Infanzia di Varena
            
",29301,/Scuole/Circolo-di-coordinamento-n.-15,10
49,Provincial,"Via Ammiraglio Bettolo,
    
21 -
    
38050    
BIENO",+39 0461 596247,+39 0461 491976,scuolainfanzia.bieno@scuole.provincia.tn.it,,circolo.coordinamento02@provincia.tn.it,,,"

                
Scuola dell'Infanzia di Bieno
            
",29327,/Scuole/Circolo-di-coordinamento-n.-22,11
50,Provincial,"Via Alle Scuole - Bosentino,
    
12 -
    
38049    
ALTOPIANO DELLA VIGOLANA",+39 0461 845133,+39 0461 491976,scuolainfanzia.bosentino@scuole.provincia.tn.it,,circolo.coordinamento02@provincia.tn.it,,,"

                
Scuola dell'Infanzia di Bosentino
            
",29328,/Scuole/Circolo-di-coordinamento-n.-22,11
51,Provincial,"Localita Lausen,
    
13 -
    
38050    
CANAL SAN BOVO",+39 0439 718979,+39 0461 491976,scuolainfanzia.canalsanbovo@scuole.provincia.tn.it,,circolo.coordinamento02@provincia.tn.it,,,"

                
Scuola dell'Infanzia di Canal San Bovo ""Lausen""
            
",29329,/Scuole/Circolo-di-coordinamento-n.-22,11
52,Provincial,"Via Venezia,
    
16/A -
    
38053    
CASTELLO TESINO",+39 0461 593023,+39 0461 491976,scuolainfanzia.castellotesino@scuole.provincia.tn.it,,circolo.coordinamento02@provincia.tn.it,,,"

                
Scuola dell'Infanzia di Castello Tesino
            
",29330,/Scuole/Circolo-di-coordinamento-n.-22,11
53,Provincial,"Via dei Campi - Centa San Nicolo,
    
14 -
    
38049    
ALTOPIANO DELLA VIGOLANA",+39 0461 722120,+39 0461 491976,scuolainfanzia.centa@scuole.provincia.tn.it,,circolo.coordinamento02@provincia.tn.it,,,"

                
Scuola dell'Infanzia di Centa San Nicolò
            
",29331,/Scuole/Circolo-di-coordinamento-n.-22,11
54,Provincial,"Via Nazionale,
    
71 -
    
38050    
IMER",+39 0439 67668,+39 0461 491976,scuolainfanzia.imer@scuole.provincia.tn.it,,circolo.coordinamento02@provincia.tn.it,,,"

                
Scuola dell'Infanzia di Imer
            
",29332,/Scuole/Circolo-di-coordinamento-n.-22,11
55,Provincial,"Via Monsignor Caproni,
    
1 -
    
38056    
LEVICO TERME",+39 0461 706330,+39 0461 491976,scuolainfanzia.levico@scuole.provincia.tn.it,,circolo.coordinamento02@provincia.tn.it,,,"

                
Scuola dell'Infanzia di Levico Terme ""Taita Marcos""
            
",29333,/Scuole/Circolo-di-coordinamento-n.-22,11
56,Provincial,"Via Valle,
    
4 -
    
38050    
NOVALEDO",+39 0461 721100,+39 0461 491976,scuolainfanzia.novaledo@scuole.provincia.tn.it,,circolo.coordinamento02@provincia.tn.it,,,"

                
Scuola dell'Infanzia di Novaledo
            
",29334,/Scuole/Circolo-di-coordinamento-n.-22,11
57,Provincial,"Via Venezia,
    
1 -
    
38050    
TENNA",+39 0461 707635,+39 0461 491976,scuolainfanzia.tenna@scuole.provincia.tn.it,,circolo.coordinamento02@provincia.tn.it,,,"

                
Scuola dell'Infanzia di Tenna ""Il sentiero""
            
",29335,/Scuole/Circolo-di-coordinamento-n.-22,11
58,Provincial,"Via Giardino - Vattaro,
    
7 -
    
38049    
ALTOPIANO DELLA VIGOLANA",+39 0461 848066,+39 0461 491976,scuolainfanzia.vattaro@scuole.provincia.tn.it,,circolo.coordinamento02@provincia.tn.it,,,"

                
Scuola dell'Infanzia di Vattaro
            
",29336,/Scuole/Circolo-di-coordinamento-n.-22,11
59,Provincial,"Via Al Castello - Vigolo Vattaro,
    
10 -
    
38049    
ALTOPIANO DELLA VIGOLANA",+39 0461 848577,+39 0461 491976,scuolainfanzia.vigolovattaro@scuole.provincia.tn.it,,circolo.coordinamento02@provincia.tn.it,,,"

                
Scuola dell'Infanzia di Vigolo Vattaro ""Giardino dell'Amicizia""
            
",29337,/Scuole/Circolo-di-coordinamento-n.-22,11
60,Provincial,"Via Dei Molini - Agnedo,
    
39 -
    
38059    
CASTEL IVANO",+39 0461 762822,+39 0461 491976,scuolainfanzia.villagnedo@scuole.provincia.tn.it,,circolo.coordinamento02@provincia.tn.it,,,"

                
Scuola dell'Infanzia di Villa Agnedo ""Natale Alpino""
            
",29338,/Scuole/Circolo-di-coordinamento-n.-22,11
61,Provincial,"Frazione Petrolli,
    
37 -
    
38060    
CIMONE",+39 0461 855216,+39 0461 496950,scuolainfanzia.cimone@scuole.provincia.tn.it,,circolo.coordinamento04@provincia.tn.it,,,"

                
Scuola dell'Infanzia di Cimone ""Mamma Teresa""
            
",29349,/Scuole/Circolo-di-coordinamento-n.-44,12
62,Provincial,"Via Al Torrione,
    
10 -
    
38122    
TRENTO",+39 0461 232554,+39 0461 496950,scuolainfanzia.torrione@scuole.provincia.tn.it,,circolo.coordinamento04@provincia.tn.it,,,"

                
Scuola dell'Infanzia di Trento  ""Torrione""
            
",29350,/Scuole/Circolo-di-coordinamento-n.-44,12
63,Provincial,"Via Del Castel,
    
1/A -
    
38123    
TRENTO",+39 0461 945095,+39 0461 496950,scuolainfanzia.mattarello@scuole.provincia.tn.it,,circolo.coordinamento04@provincia.tn.it,,,"

                
Scuola dell'Infanzia di Trento  Mattarello  ""Il Castello""
            
",29351,/Scuole/Circolo-di-coordinamento-n.-44,12
64,Provincial,"Via Per Belvedere,
    
8 -
    
38123    
TRENTO",+39 0461 922216,+39 0461 496950,scuolainfanzia.ravina@scuole.provincia.tn.it,,circolo.coordinamento04@provincia.tn.it,,,"

                
Scuola dell'Infanzia di Trento  Ravina  ""Girotondo""
            
",29352,/Scuole/Circolo-di-coordinamento-n.-44,12
65,Provincial,"Via Delle Prede,
    
2 -
    
38123    
TRENTO",+39 0461 349153,+39 0461 496950,scuolainfanzia.romagnano@scuole.provincia.tn.it,,circolo.coordinamento04@provincia.tn.it,,,"

                
Scuola dell'Infanzia di Trento  Romagnano  ""Gli Gnomi del Bosco""
            
",29353,/Scuole/Circolo-di-coordinamento-n.-44,12
66,Provincial,"Via Giusti,
    
56 -
    
38122    
TRENTO",+39 0461 930042,+39 0461 496950,scuolainfanzia.sangiuseppe@scuole.provincia.tn.it,,circolo.coordinamento04@provincia.tn.it,,,"

                
Scuola dell'Infanzia di Trento S.Giuseppe   ""Maso Ginocchio - Collodi""
            
",29354,/Scuole/Circolo-di-coordinamento-n.-44,12
67,Autonomous Manegement,"Via Mitterer,
    
10 -
    
38023    
CLES",+39 0463 421362,+39 0463 421606,cfp.cles@pec.it,,cfp.cles@enaip.tn.it,https://cles.enaiptrentino.it/,TNFP251STA,"

                
SETTORE INDUSTRIA E ARTIGIANATO
            
",29254,/Scuole/Centro-Formazione-Professionale-ENAIP-Cles2,13
68,Autonomous Manegement,"Via Caltrezza,
    
13 -
    
38038    
TESERO",+39 0462 813133,+39 0462 813145,cfp.tesero@pec.it,,cfp.tesero@enaip.tn.it,https://tesero.enaiptrentino.it/,TNFP254STA,"

                
SETTORE INDUSTRIA E ARTIGIANATO
            
",29258,/Scuole/Centro-Formazione-Professionale-ENAIP-Tesero2,14
